Population,Administration,Indicator,Gender ,Geography,Pcode,Island,Atoll Official,Value,Sort Order,sort order-2,Atoll Local Names
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004009001,Kaashidhoo,Kaafu Atoll,1,10,10,Malé Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004009004,Thulusdhoo,Kaafu Atoll,1,10,10,Malé Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004008005,Bodufolhudhoo,Alif Uthuru Buri,1,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004008007,Maalhoss,Alif Uthuru Buri,1,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004020008,Fenfushi,Alif Dhekunu Buri,1,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004020003,Kunburudhoo,Alif Dhekunu Buri,1,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004020010,Maamigili,Alif Dhekunu Buri,1,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004020004,Mahibadhoo,Alif Dhekunu Buri,1,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004010003,Felidhoo,Vaavu Atoll,1,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004010002,Thinadhoo,Vaavu Atoll,1,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004013008,Dhiggaru,Meemu Atoll,1,15,15,Meemu (M)
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004013004,Mulah,Meemu Atoll,1,15,15,Meemu (M)
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004013001,Raimandhoo,Meemu Atoll,1,15,15,Meemu (M)
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004013003,Veyvah,Meemu Atoll,1,15,15,Meemu (M)
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004011001,Feeali,Faafu Atoll,1,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004011005,Nilandhoo,Faafu Atoll,1,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004012007,Maaeboodhoo,Dhaal Atoll,1,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004012003,Ribudhoo,Dhaal Atoll,1,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004014009,Gaadhiffushi,Thaa Atoll,1,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004014008,Hirilandhoo,Thaa Atoll,1,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004014003,Madifushi,Thaa Atoll,1,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004014007,Vandhoo,Thaa Atoll,1,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004014011,Veymandoo,Thaa Atoll,1,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004015011,Hithadhoo,Seenu Atoll,1,21,21,Addu Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV004015005,Kalhaidhoo,Laamu Atoll,1,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV005016009,Gemanafushi,Gaaf Alif Atoll,1,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV005016010,Kanduhulhudhoo,Gaaf Alif Atoll,1,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV005016007,Kodey,Gaaf Alif Atoll,1,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV005019002,Hithadhoo,Seenu Atoll,1,21,21,Addu Atholhu
Maldivians,Administrative Islands,Growth Rate ( 2014 to 2022),,Atoll,MV005019005,Maradhoo-Feydhoo,Seenu Atoll,1,21,21,Addu Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001001010,Dhidhdhoo,Haa Alif Atoll,1,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001001006,Hoarafushi,Haa Alif Atoll,1,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001001007,Ihavandhoo,Haa Alif Atoll,1,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001001005,Mulhadhoo,Haa Alif Atoll,1,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001001002,Uligamu,Haa Alif Atoll,1,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001002004,Finey,Haa Dhaal Atoll,1,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001002017,Makunudhoo,Haa Dhaal Atoll,1,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001002015,Vaikaradhoo,Haa Dhaal Atoll,1,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001003006,Bilehffahi,Shaviyani Atoll,1,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001003005,Feevah,Shaviyani Atoll,1,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001003004,Feydhoo,Shaviyani Atoll,1,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001003007,Foakaidhoo,Shaviyani Atoll,1,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001003015,Funadhoo,Shaviyani Atoll,1,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001003003,Goidhoo,Shaviyani Atoll,1,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV001003001,Kaditheemu,Shaviyani Atoll,1,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,Milandhoo,Milandhoo,Shaviyani Atoll,1,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002004011,Holhudhoo,Noonu Atoll,1,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002004005,Landhoo,Noonu Atoll,1,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002004006,Maafaru,Noonu Atoll,1,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002004010,Manadhoo,Noonu Atoll,1,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002004013,Velidhoo,Noonu Atoll,1,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002006001,Alifushi,Raa Atoll,1,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,Dhuvaafaru,Dhuvaafaru,Raa Atoll,1,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002006013,Fainu,Raa Atoll,1,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002006005,Hulhudhuffaaru,Raa Atoll,1,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002006015,Kinolhas,Raa Atoll,1,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002006008,Maakurathu,Raa Atoll,1,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002007006,Dharavandhoo,Baa Atoll,1,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002007008,Eydhafushi,Baa Atoll,1,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002005001,Hinnavaru,Lhaviyani Atoll,1,5,5,Faadhippolhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV002005002,Naifaru,Lhaviyani Atoll,1,5,5,Faadhippolhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004009006,Himmafushi,Kaafu Atoll,1,10,10,Malé Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004009005,Huraa,Kaafu Atoll,1,10,10,Malé Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004009004,Thulusdhoo,Kaafu Atoll,1,10,10,Malé Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004020007,Dhigurah,Alif Dhekunu Buri,1,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004013007,Kolhufushi,Meemu Atoll,1,15,15,Meemu (M)
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004013004,Mulah,Meemu Atoll,1,15,15,Meemu (M)
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004013005,Muli,Meemu Atoll,1,15,15,Meemu (M)
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004011005,Nilandhoo,Faafu Atoll,1,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004014005,Guraidhoo,Thaa Atoll,1,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004014006,Kadoodhoo,Thaa Atoll,1,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004014003,Madifushi,Thaa Atoll,1,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004014010,Thimarafushi,Thaa Atoll,1,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004014002,Vilufushi,Thaa Atoll,1,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004015002,Dhabidhoo,Laamu Atoll,1,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004015011,Hithadhoo,Seenu Atoll,1,21,21,Addu Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004015001,Isdhoo,Laamu Atoll,1,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004015012,Kunahandhoo,Laamu Atoll,1,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV004015003,Maabaidhoo,Laamu Atoll,1,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005016009,Gemanafushi,Gaaf Alif Atoll,1,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005016007,Kodey,Gaaf Alif Atoll,1,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005016003,Maamendhoo,Gaaf Alif Atoll,1,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005016004,Nilandhoo,Gaaf Alif Atoll,1,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005016002,Viligili,Gaaf Alif Atoll,1,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005017007,Fiyoari,Gaaf Dhaal Atoll,1,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005017004,Gadhdhoo,Gaaf Dhaal Atoll,1,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005017002,Hoadedhdhoo,Gaaf Dhaal Atoll,1,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005019004,Feydhoo,Seenu Atoll,1,21,21,Addu Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005019006,Hulhudhoo,Seenu Atoll,1,21,21,Addu Atholhu
Maldivians,Administrative Islands,Area (in sq km),,Atoll,MV005019003,Maradhoo,Seenu Atoll,1,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV004010002,Thinadhoo,Vaavu Atoll,10,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001016,Baarah,Haa Alif Atoll,10,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001010,Dhidhdhoo,Haa Alif Atoll,10,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001002,Uligamu,Haa Alif Atoll,10,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001014,Utheemu,Haa Alif Atoll,10,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002003,Hanimaadhoo,Haa Dhaal Atoll,10,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002013,Kumundhoo,Haa Dhaal Atoll,10,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002009,Nolhivaram,Haa Dhaal Atoll,10,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004012,Fodhdhoo,Noonu Atoll,10,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004005,Landhoo,Noonu Atoll,10,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004008,Miladhoo,Noonu Atoll,10,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006008,Maakurathu,Raa Atoll,10,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006011,Maduvvari,Raa Atoll,10,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007006,Dharavandhoo,Baa Atoll,10,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007005,Dhonfanu,Baa Atoll,10,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007012,Fehendhoo,Baa Atoll,10,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007003,Kendhoo,Baa Atoll,10,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002005002,Naifaru,Lhaviyani Atoll,10,5,5,Faadhippolhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004020009,Dhidhdhoo,Alif Dhekunu Buri,10,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004010003,Felidhoo,Vaavu Atoll,10,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004010001,Fulidhoo,Vaavu Atoll,10,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004013007,Kolhufushi,Meemu Atoll,10,15,15,Meemu (M)
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004012003,Ribudhoo,Dhaal Atoll,10,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004015010,Maamendhoo,Laamu Atoll,10,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004015007,Maavah,Laamu Atoll,10,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005017010,Thinadhoo,Gaaf Dhaal Atoll,10,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Adolescent Population (International) (10-19 yrs)%,,Atoll,MV001002006,Hirimaradhoo,Haa Dhaal Atoll,10,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Adolescent Population (International) (10-19 yrs)%,,Atoll,MV004009006,Himmafushi,Kaafu Atoll,10,10,10,Malé Atholhu
Maldivians,Administrative Islands,Adolescent Population (International) (10-19 yrs)%,,Atoll,MV005016001,Kolamaafushi,Gaaf Alif Atoll,10,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV001001011,Filladhoo,Haa Alif Atoll,10,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV001001013,Thakandhoo,Haa Alif Atoll,10,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV001002006,Hirimaradhoo,Haa Dhaal Atoll,10,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV001002008,Nellaidhoo,Haa Dhaal Atoll,10,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV001002007,Nolhivaramfaru,Haa Dhaal Atoll,10,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV001002015,Vaikaradhoo,Haa Dhaal Atoll,10,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV001003005,Feevah,Shaviyani Atoll,10,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV001003001,Kaditheemu,Shaviyani Atoll,10,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV001003011,Lhaimagu,Shaviyani Atoll,10,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002004005,Landhoo,Noonu Atoll,10,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002004013,Velidhoo,Noonu Atoll,10,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002006001,Alifushi,Raa Atoll,10,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002006005,Hulhudhuffaaru,Raa Atoll,10,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002006011,Maduvvari,Raa Atoll,10,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002007006,Dharavandhoo,Baa Atoll,10,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002007010,Hithaadhoo,Baa Atoll,10,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002007001,Kudarikilu,Baa Atoll,10,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002007007,Maalhoss,Baa Atoll,10,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002007009,Thulhaadhoo,Baa Atoll,10,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002005001,Hinnavaru,Lhaviyani Atoll,10,5,5,Faadhippolhu
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV002005003,Kurendhoo,Lhaviyani Atoll,10,5,5,Faadhippolhu
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004009006,Himmafushi,Kaafu Atoll,10,10,10,Malé Atholhu
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004009004,Thulusdhoo,Kaafu Atoll,10,10,10,Malé Atholhu
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004008002,Rasdhoo,Alif Uthuru Buri,10,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004020004,Mahibadhoo,Alif Dhekunu Buri,10,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004020002,Omadhoo,Alif Dhekunu Buri,10,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004013004,Mulah,Meemu Atoll,10,15,15,Meemu (M)
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004012007,Maaeboodhoo,Dhaal Atoll,10,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004014003,Madifushi,Thaa Atoll,10,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004014010,Thimarafushi,Thaa Atoll,10,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004015003,Maabaidhoo,Laamu Atoll,10,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV004015010,Maamendhoo,Laamu Atoll,10,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV005017004,Gadhdhoo,Gaaf Dhaal Atoll,10,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV005017002,Hoadedhdhoo,Gaaf Dhaal Atoll,10,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Youth Population (International) (15-24 yrs)%,,Atoll,MV005017001,Madeveli,Gaaf Dhaal Atoll,10,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Elderly Population  (65+ yrs)%,,Atoll,MV001001006,Hoarafushi,Haa Alif Atoll,10,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Elderly Population  (65+ yrs)%,,Atoll,MV001001008,Kelaa,Haa Alif Atoll,10,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Elderly Population  (65+ yrs)%,,Atoll,MV001001001,Thurakunu,Haa Alif Atoll,10,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Elderly Population  (65+ yrs)%,,Atoll,MV001002006,Hirimaradhoo,Haa Dhaal Atoll,10,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Elderly Population  (65+ yrs)%,,Atoll,MV002006009,Rasmaadhoo,Raa Atoll,10,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Elderly Population  (65+ yrs)%,,Atoll,MV005017003,Nadallaa,Gaaf Dhaal Atoll,10,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Elderly Population  (65+ yrs)%,,Atoll,MV005019004,Feydhoo,Seenu Atoll,10,21,21,Addu Atholhu
Maldivians,Administrative Islands,Elderly Population  (65+ yrs)%,,Atoll,MV005019001,Meedhoo,Seenu Atoll,10,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV004010005,Rakeedhoo,Vaavu Atoll,8,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001007,Ihavandhoo,Haa Alif Atoll,8,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004010,Manadhoo,Noonu Atoll,8,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006013,Fainu,Raa Atoll,8,7,7,Maalhosmadulu Uthuruburi
