Population,Administration,Indicator,Gender ,Geography,Pcode,Island,Atoll Official,Value,Sort Order,sort order-2,Atoll Local Names
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002006014,Meedhoo,Raa Atoll,615,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002006003,Rasgetheemu,Raa Atoll,168,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002006009,Rasmaadhoo,Raa Atoll,163,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002006006,Ugoofaaru,Raa Atoll,571,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002006002,Vaadhoo,Raa Atoll,148,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007006,Dharavandhoo,Baa Atoll,286,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007005,Dhonfanu,Baa Atoll,128,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007008,Eydhafushi,Baa Atoll,844,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007012,Fehendhoo,Baa Atoll,51,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007011,Fulhadhoo,Baa Atoll,66,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007013,Goidhoo,Baa Atoll,171,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007010,Hithaadhoo,Baa Atoll,282,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007002,Kamadhoo,Baa Atoll,113,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007003,Kendhoo,Baa Atoll,346,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007004,Kihaadhoo,Baa Atoll,196,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007001,Kudarikilu,Baa Atoll,162,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007007,Maalhoss,Baa Atoll,201,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002007009,Thulhaadhoo,Baa Atoll,502,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002005001,Hinnavaru,Lhaviyani Atoll,702,5,5,Faadhippolhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002005003,Kurendhoo,Lhaviyani Atoll,364,5,5,Faadhippolhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002005002,Naifaru,Lhaviyani Atoll,1437,5,5,Faadhippolhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV002005004,Olhuvelifushi,Lhaviyani Atoll,246,5,5,Faadhippolhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004009003,Dhiffushi,Kaafu Atoll,373,10,10,Malé Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004009002,Gaafaru,Kaafu Atoll,503,10,10,Malé Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004009007,Gulhi,Kaafu Atoll,280,10,10,Malé Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004009009,Guraidhoo,Kaafu Atoll,471,10,10,Malé Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004009006,Himmafushi,Kaafu Atoll,330,10,10,Malé Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004009005,Huraa,Kaafu Atoll,410,10,10,Malé Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004009001,Kaashidhoo,Kaafu Atoll,682,10,10,Malé Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004009008,Maafushi,Kaafu Atoll,736,10,10,Malé Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004009004,Thulusdhoo,Kaafu Atoll,390,10,10,Malé Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004008005,Bodufolhudhoo,Alif Uthuru Buri,254,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004008006,Feridhoo,Alif Uthuru Buri,167,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004008008,Himendhoo,Alif Uthuru Buri,321,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004008007,Maalhoss,Alif Uthuru Buri,166,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004008004,Mathiveri,Alif Uthuru Buri,317,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004008002,Rasdhoo,Alif Uthuru Buri,352,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004008001,Thoddoo,Alif Uthuru Buri,552,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004008003,Ukulhas,Alif Uthuru Buri,462,9,8,Ari Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004020006,Dhangethi,Alif Dhekunu Buri,256,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004020009,Dhidhdhoo,Alif Dhekunu Buri,26,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004020007,Dhigurah,Alif Dhekunu Buri,153,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004020008,Fenfushi,Alif Dhekunu Buri,333,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004020001,Hanghghaameedhoo,Alif Dhekunu Buri,148,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004020003,Kunburudhoo,Alif Dhekunu Buri,173,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004020010,Maamigili,Alif Dhekunu Buri,833,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004020004,Mahibadhoo,Alif Dhekunu Buri,796,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004020005,Mandhoo,Alif Dhekunu Buri,85,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004020002,Omadhoo,Alif Dhekunu Buri,344,9,9,Ari Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004010003,Felidhoo,Vaavu Atoll,170,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004010001,Fulidhoo,Vaavu Atoll,86,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004010004,Keyodhoo,Vaavu Atoll,183,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004010005,Rakeedhoo,Vaavu Atoll,4,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004010002,Thinadhoo,Vaavu Atoll,6,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004013008,Dhiggaru,Meemu Atoll,349,15,15,Meemu (M)
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004013007,Kolhufushi,Meemu Atoll,251,15,15,Meemu (M)
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004013009,Maduvvari,Meemu Atoll,79,15,15,Meemu (M)
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004013004,Mulah,Meemu Atoll,447,15,15,Meemu (M)
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004013005,Muli,Meemu Atoll,257,15,15,Meemu (M)
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004013006,Naalaafushi,Meemu Atoll,118,15,15,Meemu (M)
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004013001,Raimandhoo,Meemu Atoll,22,15,15,Meemu (M)
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004013003,Veyvah,Meemu Atoll,78,15,15,Meemu (M)
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004011002,Biledhdhoo,Faafu Atoll,372,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004011004,Dharaboodhoo,Faafu Atoll,170,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004011001,Feeali,Faafu Atoll,370,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004011003,Magoodhoo,Faafu Atoll,278,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004011005,Nilandhoo,Faafu Atoll,680,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004012002,Badidhoo,Dhaal Atoll,216,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004012004,Hulhudheli,Dhaal Atoll,250,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004012008,Kudahuvadhoo,Dhaal Atoll,1002,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004012007,Maaeboodhoo,Dhaal Atoll,208,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004012001,Meedhoo,Dhaal Atoll,306,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004012003,Ribudhoo,Dhaal Atoll,98,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014001,Buruni,Thaa Atoll,136,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014004,Dhiyamigili,Thaa Atoll,257,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014009,Gaadhiffushi,Thaa Atoll,82,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014005,Guraidhoo,Thaa Atoll,443,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014008,Hirilandhoo,Thaa Atoll,328,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014006,Kadoodhoo,Thaa Atoll,139,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014012,Kibidhoo,Thaa Atoll,266,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014003,Madifushi,Thaa Atoll,299,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014013,Omadhoo,Thaa Atoll,137,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014010,Thimarafushi,Thaa Atoll,375,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014007,Vandhoo,Thaa Atoll,97,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014011,Veymandoo,Thaa Atoll,452,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004014002,Vilufushi,Thaa Atoll,367,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004015002,Dhabidhoo,Laamu Atoll,207,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004015008,Fonadhoo,Laamu Atoll,986,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,Gamu,Gamu,Laamu Atoll,1457,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004015011,Hithadhoo,Seenu Atoll,380,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004015001,Isdhoo,Laamu Atoll,309,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004015005,Kalhaidhoo,Laamu Atoll,221,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004015012,Kunahandhoo,Laamu Atoll,211,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004015003,Maabaidhoo,Laamu Atoll,203,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004015010,Maamendhoo,Laamu Atoll,259,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004015007,Maavah,Laamu Atoll,472,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV004015004,Mundhoo,Laamu Atoll,48,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005016005,Dhaandhoo,Gaaf Alif Atoll,269,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005016006,Dhevvadhoo,Gaaf Alif Atoll,143,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005016009,Gemanafushi,Gaaf Alif Atoll,464,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005016010,Kanduhulhudhoo,Gaaf Alif Atoll,192,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005016007,Kodey,Gaaf Alif Atoll,95,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005016001,Kolamaafushi,Gaaf Alif Atoll,148,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005016003,Maamendhoo,Gaaf Alif Atoll,391,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005016004,Nilandhoo,Gaaf Alif Atoll,159,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005016002,Viligili,Gaaf Alif Atoll,889,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005017009,Fares,Gaaf Dhaal Atoll,235,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005017007,Fiyoari,Gaaf Dhaal Atoll,206,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005017004,Gadhdhoo,Gaaf Dhaal Atoll,403,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005017002,Hoadedhdhoo,Gaaf Dhaal Atoll,304,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005017001,Madeveli,Gaaf Dhaal Atoll,407,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005017003,Nadallaa,Gaaf Dhaal Atoll,159,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005017005,Rathafandhoo,Gaaf Dhaal Atoll,97,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005017010,Thinadhoo,Gaaf Dhaal Atoll,2134,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005017006,Vaadhoo,Gaaf Dhaal Atoll,100,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005018001,Foammulah,Gnaviyani Atoll,2761,20,20,Fuvahmulah
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005019004,Feydhoo,Seenu Atoll,914,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005019002,Hithadhoo,Seenu Atoll,3560,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005019006,Hulhudhoo,Seenu Atoll,259,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005019003,Maradhoo,Seenu Atoll,712,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005019005,Maradhoo-Feydhoo,Seenu Atoll,407,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs),Both sexes,Atoll,MV005019001,Meedhoo,Seenu Atoll,541,21,21,Addu Atholhu
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001016,Baarah,Haa Alif Atoll,1053,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001010,Dhidhdhoo,Haa Alif Atoll,3126,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001011,Filladhoo,Haa Alif Atoll,529,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001006,Hoarafushi,Haa Alif Atoll,1654,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001007,Ihavandhoo,Haa Alif Atoll,2699,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001008,Kelaa,Haa Alif Atoll,967,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001012,Maarandhoo,Haa Alif Atoll,620,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001005,Mulhadhoo,Haa Alif Atoll,245,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001015,Muraidhoo,Haa Alif Atoll,494,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001013,Thakandhoo,Haa Alif Atoll,241,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001001,Thurakunu,Haa Alif Atoll,380,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001002,Uligamu,Haa Alif Atoll,356,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001014,Utheemu,Haa Alif Atoll,571,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001001009,Vashafaru,Haa Alif Atoll,406,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002004,Finey,Haa Dhaal Atoll,385,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002003,Hanimaadhoo,Haa Dhaal Atoll,1895,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002006,Hirimaradhoo,Haa Dhaal Atoll,258,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002012,Kulhudhuffushi,Haa Dhaal Atoll,9334,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002013,Kumundhoo,Haa Dhaal Atoll,941,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002010,Kuribi,Haa Dhaal Atoll,479,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002017,Makunudhoo,Haa Dhaal Atoll,1204,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002005,Naivaadhoo,Haa Dhaal Atoll,436,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002008,Nellaidhoo,Haa Dhaal Atoll,990,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002014,Neykurendhoo,Haa Dhaal Atoll,563,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002009,Nolhivaram,Haa Dhaal Atoll,1920,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002007,Nolhivaramfaru,Haa Dhaal Atoll,1130,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001002015,Vaikaradhoo,Haa Dhaal Atoll,695,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003006,Bilehffahi,Shaviyani Atoll,476,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003005,Feevah,Shaviyani Atoll,634,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003004,Feydhoo,Shaviyani Atoll,781,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003007,Foakaidhoo,Shaviyani Atoll,1488,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003015,Funadhoo,Shaviyani Atoll,2058,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003003,Goidhoo,Shaviyani Atoll,538,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003001,Kaditheemu,Shaviyani Atoll,1144,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003013,Komandoo,Shaviyani Atoll,857,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003011,Lhaimagu,Shaviyani Atoll,564,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003014,Maaugoodhoo,Shaviyani Atoll,895,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003010,Maroshi,Shaviyani Atoll,425,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,Milandhoo,Milandhoo,Shaviyani Atoll,1963,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003008,Narudhoo,Shaviyani Atoll,522,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV001003002,Noomaraa,Shaviyani Atoll,342,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV002004012,Fodhdhoo,Noonu Atoll,274,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV002004001,Hebadhoo,Noonu Atoll,588,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV002004011,Holhudhoo,Noonu Atoll,1296,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV002004002,Kedhikolhudhoo,Noonu Atoll,1481,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV002004004,Kudafari,Noonu Atoll,551,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV002004005,Landhoo,Noonu Atoll,700,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV002004007,Lhohi,Noonu Atoll,611,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Population,Both sexes,Atoll,MV002004006,Maafaru,Noonu Atoll,846,6,6,Miladhunmadulu Dhekunuburi
