dataset,indicator,atoll_official,island,value,atoll_official_name,adm1_pcode,local_names,adm2_pcode,indicator2,value2
Employment,Youth unemployment rate (15-24 years) (%),Seenu Atoll,Hulhumeedhoo,17.391304347826086,Addu Atholhu,MV019,Addu (S),MV019001,Youth unemployment rate (15-24 years) (%),17.391304347826086
Employment,Youth unemployment rate (18-35years) (%),Seenu Atoll,Hulhumeedhoo,9.05511811023622,Addu Atholhu,MV019,Addu (S),MV019001,Youth unemployment rate (18-35years) (%),9.05511811023622
Employment,NEET rate (15-24 years) (%),Seenu Atoll,Hulhumeedhoo,23.200000000000003,Addu Atholhu,MV019,Addu (S),MV019001,NEET rate (15-24 years) (%),23.200000000000003
Employment,NEET rate (18-35 years) (%),Seenu Atoll,Hulhumeedhoo,7.6923076923076925,Addu Atholhu,MV019,Addu (S),MV019001,NEET rate (18-35 years) (%),7.6923076923076925
Employment,Labour force participation rate (%),Seenu Atoll,Maradhoo,58.94245723172629,Addu Atholhu,MV019,Addu (S),MV019003,Labour force participation rate (%),58.94245723172629
Employment,Employment-to-population ratio (%),Seenu Atoll,Maradhoo,56.19491964748574,Addu Atholhu,MV019,Addu (S),MV019003,Employment-to-population ratio (%),56.19491964748574
Employment,Unemployment rate (%),Seenu Atoll,Maradhoo,4.661389621811785,Addu Atholhu,MV019,Addu (S),MV019003,Unemployment rate (%),4.661389621811785
Employment,Combined rate of unemployment and potential labour force (%),Seenu Atoll,Maradhoo,14.980392156862743,Addu Atholhu,MV019,Addu (S),MV019003,Combined rate of unemployment and potential labour force (%),14.980392156862743
Employment,Inactivity rate (%),Seenu Atoll,Maradhoo,41.05754276827372,Addu Atholhu,MV019,Addu (S),MV019003,Inactivity rate (%),41.05754276827372
Employment,Youth unemployment rate (15-24 years) (%),Seenu Atoll,Maradhoo,13.559322033898304,Addu Atholhu,MV019,Addu (S),MV019003,Youth unemployment rate (15-24 years) (%),13.559322033898304
Employment,Youth unemployment rate (18-35years) (%),Seenu Atoll,Maradhoo,6.095238095238095,Addu Atholhu,MV019,Addu (S),MV019003,Youth unemployment rate (18-35years) (%),6.095238095238095
Employment,NEET rate (15-24 years) (%),Seenu Atoll,Maradhoo,21.311475409836063,Addu Atholhu,MV019,Addu (S),MV019003,NEET rate (15-24 years) (%),21.311475409836063
Employment,NEET rate (18-35 years) (%),Seenu Atoll,Maradhoo,7.523939808481532,Addu Atholhu,MV019,Addu (S),MV019003,NEET rate (18-35 years) (%),7.523939808481532
Employment,Labour force participation rate (%),Seenu Atoll,Maradhoo-Feydhoo,61.74496644295302,Addu Atholhu,MV019,Addu (S),MV019005,Labour force participation rate (%),61.74496644295302
Employment,Employment-to-population ratio (%),Seenu Atoll,Maradhoo-Feydhoo,54.74592521572388,Addu Atholhu,MV019,Addu (S),MV019005,Employment-to-population ratio (%),54.74592521572388
Employment,Unemployment rate (%),Seenu Atoll,Maradhoo-Feydhoo,11.335403726708076,Addu Atholhu,MV019,Addu (S),MV019005,Unemployment rate (%),11.335403726708076
Employment,Combined rate of unemployment and potential labour force (%),Seenu Atoll,Maradhoo-Feydhoo,21.565934065934066,Addu Atholhu,MV019,Addu (S),MV019005,Combined rate of unemployment and potential labour force (%),21.565934065934066
Employment,Inactivity rate (%),Seenu Atoll,Maradhoo-Feydhoo,38.25503355704698,Addu Atholhu,MV019,Addu (S),MV019005,Inactivity rate (%),38.25503355704698
Employment,Youth unemployment rate (15-24 years) (%),Seenu Atoll,Maradhoo-Feydhoo,19.607843137254903,Addu Atholhu,MV019,Addu (S),MV019005,Youth unemployment rate (15-24 years) (%),19.607843137254903
Employment,Youth unemployment rate (18-35years) (%),Seenu Atoll,Maradhoo-Feydhoo,13.732394366197184,Addu Atholhu,MV019,Addu (S),MV019005,Youth unemployment rate (18-35years) (%),13.732394366197184
Employment,NEET rate (15-24 years) (%),Seenu Atoll,Maradhoo-Feydhoo,26.23762376237624,Addu Atholhu,MV019,Addu (S),MV019005,NEET rate (15-24 years) (%),26.23762376237624
Employment,NEET rate (18-35 years) (%),Seenu Atoll,Maradhoo-Feydhoo,10.15625,Addu Atholhu,MV019,Addu (S),MV019005,NEET rate (18-35 years) (%),10.15625
Employment,Labour force participation rate (%),Seenu Atoll,Hulhumeedhoo,56.4673157162726,Addu Atholhu,MV019,Addu (S),MV019001,Labour force participation rate (%),56.4673157162726
Employment,Employment-to-population ratio (%),Seenu Atoll,Hulhumeedhoo,52.29485396383866,Addu Atholhu,MV019,Addu (S),MV019001,Employment-to-population ratio (%),52.29485396383866
Employment,Unemployment rate (%),Seenu Atoll,Hulhumeedhoo,7.389162561576355,Addu Atholhu,MV019,Addu (S),MV019001,Unemployment rate (%),7.389162561576355
Employment,Combined rate of unemployment and potential labour force (%),Seenu Atoll,Hulhumeedhoo,18.790496760259177,Addu Atholhu,MV019,Addu (S),MV019001,Combined rate of unemployment and potential labour force (%),18.790496760259177
Employment,Inactivity rate (%),Seenu Atoll,Hulhumeedhoo,43.5326842837274,Addu Atholhu,MV019,Addu (S),MV019001,Inactivity rate (%),43.5326842837274
Employment,Youth unemployment rate (15-24 years) (%),Seenu Atoll,Hulhumeedhoo,17.02127659574468,Addu Atholhu,MV019,Addu (S),MV019001,Youth unemployment rate (15-24 years) (%),17.02127659574468
Employment,Youth unemployment rate (18-35years) (%),Seenu Atoll,Hulhumeedhoo,11.403508771929824,Addu Atholhu,MV019,Addu (S),MV019001,Youth unemployment rate (18-35years) (%),11.403508771929824
Employment,NEET rate (15-24 years) (%),Seenu Atoll,Hulhumeedhoo,28.436018957345972,Addu Atholhu,MV019,Addu (S),MV019001,NEET rate (15-24 years) (%),28.436018957345972
Employment,NEET rate (18-35 years) (%),Seenu Atoll,Hulhumeedhoo,9.594882729211088,Addu Atholhu,MV019,Addu (S),MV019001,NEET rate (18-35 years) (%),9.594882729211088
Employment,Labour force participation rate (%),Shaviyani Atoll,Bilehffahi,69.8224852071006,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003006,Labour force participation rate (%),69.8224852071006
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Bilehffahi,68.04733727810651,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003006,Employment-to-population ratio (%),68.04733727810651
Employment,Unemployment rate (%),Shaviyani Atoll,Bilehffahi,2.5423728813559325,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003006,Unemployment rate (%),2.5423728813559325
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Bilehffahi,10.852713178294572,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003006,Combined rate of unemployment and potential labour force (%),10.852713178294572
Employment,Inactivity rate (%),Shaviyani Atoll,Bilehffahi,30.17751479289941,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003006,Inactivity rate (%),30.17751479289941
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Bilehffahi,8.333333333333332,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003006,Youth unemployment rate (15-24 years) (%),8.333333333333332
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Bilehffahi,2.941176470588235,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003006,Youth unemployment rate (18-35years) (%),2.941176470588235
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Bilehffahi,21.875,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003006,NEET rate (15-24 years) (%),21.875
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Bilehffahi,3.7037037037037033,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003006,NEET rate (18-35 years) (%),3.7037037037037033
Employment,Labour force participation rate (%),Shaviyani Atoll,Feevah,70.1863354037267,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003005,Labour force participation rate (%),70.1863354037267
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Feevah,67.70186335403726,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003005,Employment-to-population ratio (%),67.70186335403726
Employment,Unemployment rate (%),Shaviyani Atoll,Feevah,3.5398230088495577,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003005,Unemployment rate (%),3.5398230088495577
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Feevah,11.859838274932615,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003005,Combined rate of unemployment and potential labour force (%),11.859838274932615
Employment,Inactivity rate (%),Shaviyani Atoll,Feevah,29.81366459627329,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003005,Inactivity rate (%),29.81366459627329
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Feevah,12.5,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003005,Youth unemployment rate (15-24 years) (%),12.5
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Feevah,4,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003005,Youth unemployment rate (18-35years) (%),4
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Feevah,13.432835820895525,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003005,NEET rate (15-24 years) (%),13.432835820895525
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Feevah,2.1505376344086025,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003005,NEET rate (18-35 years) (%),2.1505376344086025
Employment,Labour force participation rate (%),Shaviyani Atoll,Feydhoo,60,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003004,Labour force participation rate (%),60
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Feydhoo,58.655462184873954,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003004,Employment-to-population ratio (%),58.655462184873954
Employment,Unemployment rate (%),Shaviyani Atoll,Feydhoo,2.2408963585434174,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003004,Unemployment rate (%),2.2408963585434174
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Feydhoo,13.82716049382716,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003004,Combined rate of unemployment and potential labour force (%),13.82716049382716
Employment,Inactivity rate (%),Shaviyani Atoll,Feydhoo,40,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003004,Inactivity rate (%),40
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Feydhoo,10.20408163265306,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003004,Youth unemployment rate (15-24 years) (%),10.20408163265306
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Feydhoo,2.9940119760479043,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003004,Youth unemployment rate (18-35years) (%),2.9940119760479043
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Feydhoo,22.330097087378643,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003004,NEET rate (15-24 years) (%),22.330097087378643
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Feydhoo,7.296137339055794,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003004,NEET rate (18-35 years) (%),7.296137339055794
Employment,Labour force participation rate (%),Shaviyani Atoll,Foakaidhoo,53.8235294117647,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003007,Labour force participation rate (%),53.8235294117647
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Foakaidhoo,47.05882352941176,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003007,Employment-to-population ratio (%),47.05882352941176
Employment,Unemployment rate (%),Shaviyani Atoll,Foakaidhoo,12.568306010928962,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003007,Unemployment rate (%),12.568306010928962
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Foakaidhoo,28.677563150074292,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003007,Combined rate of unemployment and potential labour force (%),28.677563150074292
Employment,Inactivity rate (%),Shaviyani Atoll,Foakaidhoo,46.1764705882353,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003007,Inactivity rate (%),46.1764705882353
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Foakaidhoo,15.789473684210526,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003007,Youth unemployment rate (15-24 years) (%),15.789473684210526
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Foakaidhoo,10.150375939849624,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003007,Youth unemployment rate (18-35years) (%),10.150375939849624
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Foakaidhoo,29.03225806451613,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003007,NEET rate (15-24 years) (%),29.03225806451613
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Foakaidhoo,11.670480549199084,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003007,NEET rate (18-35 years) (%),11.670480549199084
Employment,Labour force participation rate (%),Shaviyani Atoll,Funadhoo,66.5617128463476,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003015,Labour force participation rate (%),66.5617128463476
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Funadhoo,63.85390428211587,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003015,Employment-to-population ratio (%),63.85390428211587
Employment,Unemployment rate (%),Shaviyani Atoll,Funadhoo,4.068117313150426,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003015,Unemployment rate (%),4.068117313150426
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Funadhoo,13.184931506849315,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003015,Combined rate of unemployment and potential labour force (%),13.184931506849315
Employment,Inactivity rate (%),Shaviyani Atoll,Funadhoo,33.43828715365239,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003015,Inactivity rate (%),33.43828715365239
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Funadhoo,11.627906976744184,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003015,Youth unemployment rate (15-24 years) (%),11.627906976744184
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Funadhoo,6.016597510373444,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003015,Youth unemployment rate (18-35years) (%),6.016597510373444
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Funadhoo,23.32155477031802,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003015,NEET rate (15-24 years) (%),23.32155477031802
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Funadhoo,6.821705426356589,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003015,NEET rate (18-35 years) (%),6.821705426356589
Employment,Labour force participation rate (%),Shaviyani Atoll,Goidhoo,59.569377990430624,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003003,Labour force participation rate (%),59.569377990430624
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Goidhoo,57.41626794258373,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003003,Employment-to-population ratio (%),57.41626794258373
Employment,Unemployment rate (%),Shaviyani Atoll,Goidhoo,3.614457831325301,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003003,Unemployment rate (%),3.614457831325301
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Goidhoo,16.955017301038062,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003003,Combined rate of unemployment and potential labour force (%),16.955017301038062
Employment,Inactivity rate (%),Shaviyani Atoll,Goidhoo,40.430622009569376,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003003,Inactivity rate (%),40.430622009569376
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Goidhoo,10.344827586206897,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003003,Youth unemployment rate (15-24 years) (%),10.344827586206897
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Goidhoo,2.479338842975207,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003003,Youth unemployment rate (18-35years) (%),2.479338842975207
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Goidhoo,34.375,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003003,NEET rate (15-24 years) (%),34.375
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Goidhoo,8.125,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003003,NEET rate (18-35 years) (%),8.125
Employment,Labour force participation rate (%),Shaviyani Atoll,Kaditheemu,62.96758104738155,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003001,Labour force participation rate (%),62.96758104738155
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Kaditheemu,61.471321695760594,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003001,Employment-to-population ratio (%),61.471321695760594
Employment,Unemployment rate (%),Shaviyani Atoll,Kaditheemu,2.376237623762376,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003001,Unemployment rate (%),2.376237623762376
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Kaditheemu,12.12121212121212,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003001,Combined rate of unemployment and potential labour force (%),12.12121212121212
Employment,Inactivity rate (%),Shaviyani Atoll,Kaditheemu,37.03241895261846,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003001,Inactivity rate (%),37.03241895261846
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Kaditheemu,6.122448979591836,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003001,Youth unemployment rate (15-24 years) (%),6.122448979591836
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Kaditheemu,2.2522522522522523,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003001,Youth unemployment rate (18-35years) (%),2.2522522522522523
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Kaditheemu,17.557251908396946,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003001,NEET rate (15-24 years) (%),17.557251908396946
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Kaditheemu,4.838709677419355,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003001,NEET rate (18-35 years) (%),4.838709677419355
Employment,Labour force participation rate (%),Shaviyani Atoll,Komandoo,59.78755690440061,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003013,Labour force participation rate (%),59.78755690440061
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Komandoo,57.056145675265554,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003013,Employment-to-population ratio (%),57.056145675265554
Employment,Unemployment rate (%),Shaviyani Atoll,Komandoo,4.568527918781726,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003013,Unemployment rate (%),4.568527918781726
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Komandoo,21.008403361344534,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003013,Combined rate of unemployment and potential labour force (%),21.008403361344534
Employment,Inactivity rate (%),Shaviyani Atoll,Komandoo,40.21244309559939,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003013,Inactivity rate (%),40.21244309559939
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Komandoo,16.666666666666664,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003013,Youth unemployment rate (15-24 years) (%),16.666666666666664
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Komandoo,4.651162790697675,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003013,Youth unemployment rate (18-35years) (%),4.651162790697675
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Komandoo,17.391304347826086,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003013,NEET rate (15-24 years) (%),17.391304347826086
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Komandoo,5,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003013,NEET rate (18-35 years) (%),5
Employment,Labour force participation rate (%),Shaviyani Atoll,Lhaimagu,67.3469387755102,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003011,Labour force participation rate (%),67.3469387755102
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Lhaimagu,63.87755102040816,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003011,Employment-to-population ratio (%),63.87755102040816
Employment,Unemployment rate (%),Shaviyani Atoll,Lhaimagu,5.151515151515151,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003011,Unemployment rate (%),5.151515151515151
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Lhaimagu,14.945652173913045,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003011,Combined rate of unemployment and potential labour force (%),14.945652173913045
Employment,Inactivity rate (%),Shaviyani Atoll,Lhaimagu,32.6530612244898,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003011,Inactivity rate (%),32.6530612244898
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Lhaimagu,6.976744186046512,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003011,Youth unemployment rate (15-24 years) (%),6.976744186046512
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Lhaimagu,3.614457831325301,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003011,Youth unemployment rate (18-35years) (%),3.614457831325301
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Lhaimagu,10.95890410958904,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003011,NEET rate (15-24 years) (%),10.95890410958904
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Lhaimagu,2.403846153846154,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003011,NEET rate (18-35 years) (%),2.403846153846154
Employment,Labour force participation rate (%),Shaviyani Atoll,Maaungoodhoo,65.30303030303031,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003014,Labour force participation rate (%),65.30303030303031
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Maaungoodhoo,62.121212121212125,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003014,Employment-to-population ratio (%),62.121212121212125
Employment,Unemployment rate (%),Shaviyani Atoll,Maaungoodhoo,4.872389791183294,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003014,Unemployment rate (%),4.872389791183294
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Maaungoodhoo,11.447084233261338,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003014,Combined rate of unemployment and potential labour force (%),11.447084233261338
Employment,Inactivity rate (%),Shaviyani Atoll,Maaungoodhoo,34.696969696969695,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003014,Inactivity rate (%),34.696969696969695
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Maaungoodhoo,19.230769230769234,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003014,Youth unemployment rate (15-24 years) (%),19.230769230769234
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Maaungoodhoo,8.823529411764707,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003014,Youth unemployment rate (18-35years) (%),8.823529411764707
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Maaungoodhoo,27,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003014,NEET rate (15-24 years) (%),27
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Maaungoodhoo,9.745762711864408,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003014,NEET rate (18-35 years) (%),9.745762711864408
Employment,Labour force participation rate (%),Shaviyani Atoll,Maroshi,65.43909348441926,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003010,Labour force participation rate (%),65.43909348441926
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Maroshi,61.756373937677054,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003010,Employment-to-population ratio (%),61.756373937677054
Employment,Unemployment rate (%),Shaviyani Atoll,Maroshi,5.627705627705628,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003010,Unemployment rate (%),5.627705627705628
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Maroshi,12.096774193548388,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003010,Combined rate of unemployment and potential labour force (%),12.096774193548388
Employment,Inactivity rate (%),Shaviyani Atoll,Maroshi,34.56090651558073,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003010,Inactivity rate (%),34.56090651558073
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Maroshi,47.82608695652174,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003010,Youth unemployment rate (15-24 years) (%),47.82608695652174
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Maroshi,13.402061855670103,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003010,Youth unemployment rate (18-35years) (%),13.402061855670103
Employment,NEET rate (15-24 years) (%),Shaviyani Atoll,Maroshi,26.53061224489796,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003010,NEET rate (15-24 years) (%),26.53061224489796
Employment,NEET rate (18-35 years) (%),Shaviyani Atoll,Maroshi,9.01639344262295,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003010,NEET rate (18-35 years) (%),9.01639344262295
Employment,Labour force participation rate (%),Shaviyani Atoll,Milandhoo,59.55299206921413,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003016,Labour force participation rate (%),59.55299206921413
Employment,Employment-to-population ratio (%),Shaviyani Atoll,Milandhoo,57.02956020187455,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003016,Employment-to-population ratio (%),57.02956020187455
Employment,Unemployment rate (%),Shaviyani Atoll,Milandhoo,4.23728813559322,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003016,Unemployment rate (%),4.23728813559322
Employment,Combined rate of unemployment and potential labour force (%),Shaviyani Atoll,Milandhoo,22.979552093476144,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003016,Combined rate of unemployment and potential labour force (%),22.979552093476144
Employment,Inactivity rate (%),Shaviyani Atoll,Milandhoo,40.447007930785865,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003016,Inactivity rate (%),40.447007930785865
Employment,Youth unemployment rate (15-24 years) (%),Shaviyani Atoll,Milandhoo,7.6923076923076925,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003016,Youth unemployment rate (15-24 years) (%),7.6923076923076925
Employment,Youth unemployment rate (18-35years) (%),Shaviyani Atoll,Milandhoo,3.937007874015748,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003016,Youth unemployment rate (18-35years) (%),3.937007874015748
