dataset,indicator,atoll_official,island,value,atoll_official_name,adm1_pcode,local_names,adm2_pcode,indicator2,value2
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Thurakunu,0,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001001,Youth unemployment rate (18-35years) (%),0
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Thurakunu,17.142857142857142,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001001,NEET rate (15-24 years) (%),17.142857142857142
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Thurakunu,0.819672131147541,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001001,NEET rate (18-35 years) (%),0.819672131147541
Employment,Labour force participation rate (%),Haa Alif Atoll,Uligamu,55.972696245733786,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001002,Labour force participation rate (%),55.972696245733786
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Uligamu,51.877133105802045,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001002,Employment-to-population ratio (%),51.877133105802045
Employment,Unemployment rate (%),Haa Alif Atoll,Uligamu,7.317073170731707,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001002,Unemployment rate (%),7.317073170731707
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Uligamu,27.96208530805687,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001002,Combined rate of unemployment and potential labour force (%),27.96208530805687
Employment,Inactivity rate (%),Haa Alif Atoll,Uligamu,44.027303754266214,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001002,Inactivity rate (%),44.027303754266214
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Uligamu,6.666666666666667,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001002,Youth unemployment rate (15-24 years) (%),6.666666666666667
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Uligamu,7.000000000000001,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001002,Youth unemployment rate (18-35years) (%),7.000000000000001
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Uligamu,44.11764705882353,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001002,NEET rate (15-24 years) (%),44.11764705882353
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Uligamu,7.638888888888889,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001002,NEET rate (18-35 years) (%),7.638888888888889
Employment,Labour force participation rate (%),Haa Alif Atoll,Utheemu,61.42857142857143,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001014,Labour force participation rate (%),61.42857142857143
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Utheemu,58.333333333333336,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001014,Employment-to-population ratio (%),58.333333333333336
Employment,Unemployment rate (%),Haa Alif Atoll,Utheemu,5.038759689922481,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001014,Unemployment rate (%),5.038759689922481
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Utheemu,21.97452229299363,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001014,Combined rate of unemployment and potential labour force (%),21.97452229299363
Employment,Inactivity rate (%),Haa Alif Atoll,Utheemu,38.57142857142858,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001014,Inactivity rate (%),38.57142857142858
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Utheemu,20,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001014,Youth unemployment rate (15-24 years) (%),20
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Utheemu,4.716981132075472,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001014,Youth unemployment rate (18-35years) (%),4.716981132075472
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Utheemu,27.450980392156865,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001014,NEET rate (15-24 years) (%),27.450980392156865
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Utheemu,6.944444444444445,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001014,NEET rate (18-35 years) (%),6.944444444444445
Employment,Labour force participation rate (%),Haa Alif Atoll,Vashafaru,68.18181818181817,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001009,Labour force participation rate (%),68.18181818181817
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Vashafaru,64.77272727272727,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001009,Employment-to-population ratio (%),64.77272727272727
Employment,Unemployment rate (%),Haa Alif Atoll,Vashafaru,5,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001009,Unemployment rate (%),5
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Vashafaru,11.96911196911197,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001009,Combined rate of unemployment and potential labour force (%),11.96911196911197
Employment,Inactivity rate (%),Haa Alif Atoll,Vashafaru,31.818181818181817,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001009,Inactivity rate (%),31.818181818181817
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Vashafaru,10.81081081081081,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001009,Youth unemployment rate (15-24 years) (%),10.81081081081081
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Vashafaru,6.306306306306306,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001009,Youth unemployment rate (18-35years) (%),6.306306306306306
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Vashafaru,27.86885245901639,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001009,NEET rate (15-24 years) (%),27.86885245901639
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Vashafaru,8.571428571428571,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001009,NEET rate (18-35 years) (%),8.571428571428571
Employment,Labour force participation rate (%),Haa Alif Atoll,Dhidhdhoo,54.72112428634168,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001010,Labour force participation rate (%),54.72112428634168
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Dhidhdhoo,53.49143610013175,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001010,Employment-to-population ratio (%),53.49143610013175
Employment,Unemployment rate (%),Haa Alif Atoll,Dhidhdhoo,2.247191011235955,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001010,Unemployment rate (%),2.247191011235955
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Dhidhdhoo,14.285714285714285,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001010,Combined rate of unemployment and potential labour force (%),14.285714285714285
Employment,Inactivity rate (%),Haa Alif Atoll,Dhidhdhoo,45.27887571365832,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001010,Inactivity rate (%),45.27887571365832
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Dhidhdhoo,4.838709677419355,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001010,Youth unemployment rate (15-24 years) (%),4.838709677419355
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Dhidhdhoo,2.9605263157894735,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001010,Youth unemployment rate (18-35years) (%),2.9605263157894735
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Dhidhdhoo,17.72151898734177,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001010,NEET rate (15-24 years) (%),17.72151898734177
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Dhidhdhoo,4.175824175824175,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001010,NEET rate (18-35 years) (%),4.175824175824175
Employment,Labour force participation rate (%),Haa Alif Atoll,Filladhoo,71.11650485436894,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001011,Labour force participation rate (%),71.11650485436894
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Filladhoo,68.20388349514563,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001011,Employment-to-population ratio (%),68.20388349514563
Employment,Unemployment rate (%),Haa Alif Atoll,Filladhoo,4.09556313993174,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001011,Unemployment rate (%),4.09556313993174
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Filladhoo,10.22364217252396,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001011,Combined rate of unemployment and potential labour force (%),10.22364217252396
Employment,Inactivity rate (%),Haa Alif Atoll,Filladhoo,28.883495145631063,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001011,Inactivity rate (%),28.883495145631063
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Filladhoo,18.51851851851852,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001011,Youth unemployment rate (15-24 years) (%),18.51851851851852
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Filladhoo,7.216494845360824,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001011,Youth unemployment rate (18-35years) (%),7.216494845360824
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Filladhoo,26.31578947368421,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001011,NEET rate (15-24 years) (%),26.31578947368421
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Filladhoo,6.25,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001011,NEET rate (18-35 years) (%),6.25
Employment,Labour force participation rate (%),Haa Alif Atoll,Hoarafushi,60.7916355489171,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001006,Labour force participation rate (%),60.7916355489171
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Hoarafushi,57.80433159073935,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001006,Employment-to-population ratio (%),57.80433159073935
Employment,Unemployment rate (%),Haa Alif Atoll,Hoarafushi,4.914004914004914,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001006,Unemployment rate (%),4.914004914004914
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Hoarafushi,14.285714285714285,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001006,Combined rate of unemployment and potential labour force (%),14.285714285714285
Employment,Inactivity rate (%),Haa Alif Atoll,Hoarafushi,39.2083644510829,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001006,Inactivity rate (%),39.2083644510829
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Hoarafushi,9.523809523809524,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001006,Youth unemployment rate (15-24 years) (%),9.523809523809524
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Hoarafushi,5.46448087431694,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001006,Youth unemployment rate (18-35years) (%),5.46448087431694
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Hoarafushi,21.804511278195488,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001006,NEET rate (15-24 years) (%),21.804511278195488
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Hoarafushi,4.948453608247423,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001006,NEET rate (18-35 years) (%),4.948453608247423
Employment,Labour force participation rate (%),Haa Alif Atoll,Ihavandhoo,54.69496021220159,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001007,Labour force participation rate (%),54.69496021220159
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Ihavandhoo,51.88328912466843,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001007,Employment-to-population ratio (%),51.88328912466843
Employment,Unemployment rate (%),Haa Alif Atoll,Ihavandhoo,5.140640155189137,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001007,Unemployment rate (%),5.140640155189137
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Ihavandhoo,20.616883116883116,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001007,Combined rate of unemployment and potential labour force (%),20.616883116883116
Employment,Inactivity rate (%),Haa Alif Atoll,Ihavandhoo,45.30503978779841,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001007,Inactivity rate (%),45.30503978779841
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Ihavandhoo,12.32876712328767,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001007,Youth unemployment rate (15-24 years) (%),12.32876712328767
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Ihavandhoo,5.420560747663552,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001007,Youth unemployment rate (18-35years) (%),5.420560747663552
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Ihavandhoo,23.47826086956522,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001007,NEET rate (15-24 years) (%),23.47826086956522
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Ihavandhoo,6.82095006090134,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001007,NEET rate (18-35 years) (%),6.82095006090134
Employment,Labour force participation rate (%),Haa Alif Atoll,Kelaa,70.79754601226995,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001008,Labour force participation rate (%),70.79754601226995
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Kelaa,67.48466257668711,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001008,Employment-to-population ratio (%),67.48466257668711
Employment,Unemployment rate (%),Haa Alif Atoll,Kelaa,4.679376083188909,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001008,Unemployment rate (%),4.679376083188909
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Kelaa,11.003236245954692,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001008,Combined rate of unemployment and potential labour force (%),11.003236245954692
Employment,Inactivity rate (%),Haa Alif Atoll,Kelaa,29.20245398773006,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001008,Inactivity rate (%),29.20245398773006
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Kelaa,19.230769230769234,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001008,Youth unemployment rate (15-24 years) (%),19.230769230769234
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Kelaa,4.0358744394618835,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001008,Youth unemployment rate (18-35years) (%),4.0358744394618835
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Kelaa,19.78021978021978,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001008,NEET rate (15-24 years) (%),19.78021978021978
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Kelaa,5.415162454873646,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001008,NEET rate (18-35 years) (%),5.415162454873646
Employment,Labour force participation rate (%),Haa Alif Atoll,Maarandhoo,55.63063063063063,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001012,Labour force participation rate (%),55.63063063063063
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Maarandhoo,54.5045045045045,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001012,Employment-to-population ratio (%),54.5045045045045
Employment,Unemployment rate (%),Haa Alif Atoll,Maarandhoo,2.0242914979757085,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001012,Unemployment rate (%),2.0242914979757085
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Maarandhoo,8.333333333333332,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001012,Combined rate of unemployment and potential labour force (%),8.333333333333332
Employment,Inactivity rate (%),Haa Alif Atoll,Maarandhoo,44.36936936936937,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001012,Inactivity rate (%),44.36936936936937
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Maarandhoo,6.666666666666667,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001012,Youth unemployment rate (15-24 years) (%),6.666666666666667
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Maarandhoo,2.380952380952381,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001012,Youth unemployment rate (18-35years) (%),2.380952380952381
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Maarandhoo,17.56756756756757,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001012,NEET rate (15-24 years) (%),17.56756756756757
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Maarandhoo,5.813953488372093,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001012,NEET rate (18-35 years) (%),5.813953488372093
Employment,Labour force participation rate (%),Alif Dhekunu Buri,Hanghghaameedhoo,79.03682719546742,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020001,Labour force participation rate (%),79.03682719546742
Employment,Employment-to-population ratio (%),Alif Dhekunu Buri,Hanghghaameedhoo,77.33711048158641,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020001,Employment-to-population ratio (%),77.33711048158641
Employment,Unemployment rate (%),Alif Dhekunu Buri,Hanghghaameedhoo,2.1505376344086025,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020001,Unemployment rate (%),2.1505376344086025
Employment,Combined rate of unemployment and potential labour force (%),Alif Dhekunu Buri,Hanghghaameedhoo,8.695652173913043,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020001,Combined rate of unemployment and potential labour force (%),8.695652173913043
Employment,Inactivity rate (%),Alif Dhekunu Buri,Hanghghaameedhoo,20.96317280453258,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020001,Inactivity rate (%),20.96317280453258
Employment,Youth unemployment rate (15-24 years) (%),Alif Dhekunu Buri,Hanghghaameedhoo,4.545454545454546,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020001,Youth unemployment rate (15-24 years) (%),4.545454545454546
Employment,Youth unemployment rate (18-35years) (%),Alif Dhekunu Buri,Hanghghaameedhoo,4.464285714285714,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020001,Youth unemployment rate (18-35years) (%),4.464285714285714
Employment,NEET rate (15-24 years) (%),Alif Dhekunu Buri,Hanghghaameedhoo,17.073170731707318,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020001,NEET rate (15-24 years) (%),17.073170731707318
Employment,NEET rate (18-35 years) (%),Alif Dhekunu Buri,Hanghghaameedhoo,3.875968992248062,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020001,NEET rate (18-35 years) (%),3.875968992248062
Employment,Labour force participation rate (%),Haa Dhaal Atoll,Finey,70.17543859649122,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002004,Labour force participation rate (%),70.17543859649122
Employment,Employment-to-population ratio (%),Haa Dhaal Atoll,Finey,68.42105263157895,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002004,Employment-to-population ratio (%),68.42105263157895
Employment,Unemployment rate (%),Haa Dhaal Atoll,Finey,2.5,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002004,Unemployment rate (%),2.5
Employment,Combined rate of unemployment and potential labour force (%),Haa Dhaal Atoll,Finey,11.363636363636363,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002004,Combined rate of unemployment and potential labour force (%),11.363636363636363
Employment,Inactivity rate (%),Haa Dhaal Atoll,Finey,29.82456140350877,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002004,Inactivity rate (%),29.82456140350877
Employment,Youth unemployment rate (15-24 years) (%),Haa Dhaal Atoll,Finey,15.789473684210526,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002004,Youth unemployment rate (15-24 years) (%),15.789473684210526
Employment,Youth unemployment rate (18-35years) (%),Haa Dhaal Atoll,Finey,3.1914893617021276,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002004,Youth unemployment rate (18-35years) (%),3.1914893617021276
Employment,NEET rate (15-24 years) (%),Haa Dhaal Atoll,Finey,20.588235294117645,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002004,NEET rate (15-24 years) (%),20.588235294117645
Employment,NEET rate (18-35 years) (%),Haa Dhaal Atoll,Finey,5.357142857142857,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002004,NEET rate (18-35 years) (%),5.357142857142857
