dataset,indicator,atoll_official,island,value,normalized_value,sort_order,atoll_official_name,population,indicator2,value2
"Biledhdhoo, Nilandhe Atholhu Uthuruburi",Population density,Faafu Atoll,Biledhdhoo,3061.114469789966,0.5832694008974441,14,Nilandhe Atholhu Uthuruburi,967,Population density,3061.114469789966
"Dharaboodhoo, Nilandhe Atholhu Uthuruburi",Population density,Faafu Atoll,Dharaboodhoo,1135.2382081559804,0.21631001260546098,14,Nilandhe Atholhu Uthuruburi,455,Population density,1135.2382081559804
"Feeali, Nilandhe Atholhu Uthuruburi",Population density,Faafu Atoll,Feeali,5215.291120435158,0.9937294920992259,14,Nilandhe Atholhu Uthuruburi,922,Population density,5215.291120435158
"Magoodhoo, Nilandhe Atholhu Uthuruburi",Population density,Faafu Atoll,Magoodhoo,2854.2541010691375,0.5438539120211001,14,Nilandhe Atholhu Uthuruburi,702,Population density,2854.2541010691375
"Nilandhoo, Nilandhe Atholhu Uthuruburi",Population density,Faafu Atoll,Nilandhoo,2437.272845970212,0.4644016702812797,14,Nilandhe Atholhu Uthuruburi,1823,Population density,2437.272845970212
"Badidhoo, Nilandhe Atholhu Dhekunuburi",Population density,Dhaal Atoll,Badidhoo,2516.085546908595,0.47941876203433464,13,Nilandhe Atholhu Dhekunuburi,629,Population density,2516.085546908595
"Hulhudheli, Nilandhe Atholhu Dhekunuburi",Population density,Dhaal Atoll,Hulhudheli,3547.836750657058,0.6760102036235391,13,Nilandhe Atholhu Dhekunuburi,764,Population density,3547.836750657058
"Kudahuvadhoo, Nilandhe Atholhu Dhekunuburi",Population density,Dhaal Atoll,Kudahuvadhoo,1890.9328645816854,0.36030122033872286,13,Nilandhe Atholhu Dhekunuburi,3131,Population density,1890.9328645816854
"Maaeboodhoo, Nilandhe Atholhu Dhekunuburi",Population density,Dhaal Atoll,Maaeboodhoo,2825.187742879289,0.5383155639798958,13,Nilandhe Atholhu Dhekunuburi,679,Population density,2825.187742879289
"Hulhumeedhoo, Nilandhe Atholhu Dhekunuburi",Population density,Dhaal Atoll,Hulhumeedhoo,3434.3526561645926,0.6543867718769469,13,Nilandhe Atholhu Dhekunuburi,1118,Population density,3434.3526561645926
"Ribudhoo, Nilandhe Atholhu Dhekunuburi",Population density,Dhaal Atoll,Ribudhoo,1827.620669233047,0.3482376184659592,13,Nilandhe Atholhu Dhekunuburi,316,Population density,1827.620669233047
"Buruni, Kolhumadulu Atholhu",Population density,Thaa Atoll,Buruni,1214.6180158363893,0.231435161738575,16,Kolhumadulu Atholhu,414,Population density,1214.6180158363893
"Dhiyamigili, Kolhumadulu Atholhu",Population density,Thaa Atoll,Dhiyamigili,2212.1877295911704,0.421513610302803,16,Kolhumadulu Atholhu,649,Population density,2212.1877295911704
"Gaadhiffushi, Kolhumadulu Atholhu",Population density,Thaa Atoll,Gaadhiffushi,2241.1748790172082,0.4270368657858329,16,Kolhumadulu Atholhu,317,Population density,2241.1748790172082
"Guraidhoo, Kolhumadulu Atholhu",Population density,Thaa Atoll,Guraidhoo,1690.7367826848156,0.32215555479684754,16,Kolhumadulu Atholhu,1293,Population density,1690.7367826848156
"Hirilandhoo, Kolhumadulu Atholhu",Population density,Thaa Atoll,Hirilandhoo,3808.7875642088966,0.7257321680212065,16,Kolhumadulu Atholhu,1146,Population density,3808.7875642088966
"Kandoodhoo, Kolhumadulu Atholhu",Population density,Thaa Atoll,Kandoodhoo,557.2543598646248,0.1061800921963006,16,Kolhumadulu Atholhu,456,Population density,557.2543598646248
"Kibidhoo, Kolhumadulu Atholhu",Population density,Thaa Atoll,Kibidhoo,1872.9484011359864,0.35687443335543356,16,Kolhumadulu Atholhu,715,Population density,1872.9484011359864
"Madifushi, Kolhumadulu Atholhu",Population density,Thaa Atoll,Madifushi,1601.307652464505,0.3051155924820901,16,Kolhumadulu Atholhu,858,Population density,1601.307652464505
"Omadhoo, Kolhumadulu Atholhu",Population density,Thaa Atoll,Omadhoo,1128.1993481172178,0.21496881752166797,16,Kolhumadulu Atholhu,417,Population density,1128.1993481172178
"Thimarafushi, Kolhumadulu Atholhu",Population density,Thaa Atoll,Thimarafushi,1229.1314556091772,0.23420057459875332,16,Kolhumadulu Atholhu,1229,Population density,1229.1314556091772
"Vandhoo, Kolhumadulu Atholhu",Population density,Thaa Atoll,Vandhoo,1405.0539249274284,0.2677211091283542,16,Kolhumadulu Atholhu,364,Population density,1405.0539249274284
"Veymandoo, Kolhumadulu Atholhu",Population density,Thaa Atoll,Veymandoo,2958.8628469636265,0.5637862213642061,16,Kolhumadulu Atholhu,1321,Population density,2958.8628469636265
"Vilufushi, Kolhumadulu Atholhu",Population density,Thaa Atoll,Vilufushi,1795.63166833816,0.3421423856442513,16,Kolhumadulu Atholhu,1081,Population density,1795.63166833816
"Dhabidhoo, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Dhabidhoo,1123.92119561624,0.2141536518456309,17,Hadhdhummathi Atholhu,606,Population density,1123.92119561624
"Fonadhoo, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Fonadhoo,1739.944716141014,0.3315317091842944,17,Hadhdhummathi Atholhu,2986,Population density,1739.944716141014
"Gamu, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Gamu,791.0713305207131,0.15073193295238618,17,Hadhdhummathi Atholhu,4815,Population density,791.0713305207131
"Hithadhoo, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Hithadhoo,1052.3335044325036,0.20051322442599437,17,Hadhdhummathi Atholhu,13759,Population density,1052.3335044325036
"Isdhoo, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Isdhoo,631.6986405002085,0.1203648185092429,17,Hadhdhummathi Atholhu,929,Population density,631.6986405002085
"Kalhaidhoo, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Kalhaidhoo,306.877908862902,0.058472982901357044,17,Hadhdhummathi Atholhu,655,Population density,306.877908862902
"Kunahandhoo, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Kunahandhoo,651.4114275556789,0.1241209228984564,17,Hadhdhummathi Atholhu,601,Population density,651.4114275556789
"Maabaidhoo, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Maabaidhoo,1069.9746368667054,0.20387459259683424,17,Hadhdhummathi Atholhu,565,Population density,1069.9746368667054
"Maamendhoo, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Maamendhoo,3930.7613603027985,0.7489732404067677,17,Hadhdhummathi Atholhu,879,Population density,3930.7613603027985
"Maavah, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Maavah,3456.838129681616,0.658671188156247,17,Hadhdhummathi Atholhu,1379,Population density,3456.838129681616
"Mundhoo, Hadhdhummathi Atholhu",Population density,Laamu Atoll,Mundhoo,727.9856418068256,0.1387114899978708,17,Hadhdhummathi Atholhu,176,Population density,727.9856418068256
"Dhaandhoo, Huvadhu Atholhu Uthuruburi",Population density,Gaaf Alif Atoll,Dhaandhoo,3308.136361380816,0.6303373273466744,18,Huvadhu Atholhu Uthuruburi,1044,Population density,3308.136361380816
"Dhevvadhoo, Huvadhu Atholhu Uthuruburi",Population density,Gaaf Alif Atoll,Dhevvadhoo,2580.388025741675,0.4916710540264614,18,Huvadhu Atholhu Uthuruburi,599,Population density,2580.388025741675
"Gemanafushi, Huvadhu Atholhu Uthuruburi",Population density,Gaaf Alif Atoll,Gemanafushi,2320.778946386432,0.44220474570070345,18,Huvadhu Atholhu Uthuruburi,1318,Population density,2320.778946386432
"Kanduhulhudhoo, Huvadhu Atholhu Uthuruburi",Population density,Gaaf Alif Atoll,Kanduhulhudhoo,1914.9339916993952,0.3648744315573711,18,Huvadhu Atholhu Uthuruburi,619,Population density,1914.9339916993952
"Kodey, Huvadhu Atholhu Uthuruburi",Population density,Gaaf Alif Atoll,Kodey,275.02607758696945,0.05240388658720503,18,Huvadhu Atholhu Uthuruburi,328,Population density,275.02607758696945
"Kolamaafushi, Huvadhu Atholhu Uthuruburi",Population density,Gaaf Alif Atoll,Kolamaafushi,1801.6899681930902,0.343296743301149,18,Huvadhu Atholhu Uthuruburi,636,Population density,1801.6899681930902
"Maamendhoo, Huvadhu Atholhu Uthuruburi",Population density,Gaaf Alif Atoll,Maamendhoo,2313.4493931115303,0.44080816148613433,18,Huvadhu Atholhu Uthuruburi,1201,Population density,2313.4493931115303
"Nilandhoo, Huvadhu Atholhu Uthuruburi",Population density,Gaaf Alif Atoll,Nilandhoo,889.6738042828962,0.16951979807989334,18,Huvadhu Atholhu Uthuruburi,545,Population density,889.6738042828962
"Viligili, Huvadhu Atholhu Uthuruburi",Population density,Gaaf Alif Atoll,Viligili,2608.175330971154,0.4969656893737193,18,Huvadhu Atholhu Uthuruburi,2900,Population density,2608.175330971154
"Fares, Huvadhu Atholhu Dhekunuburi",Population density,Gaaf Dhaal Atoll,Fares,1761.402184532869,0.33562024780550836,19,Huvadhu Atholhu Dhekunuburi,858,Population density,1761.402184532869
"Fiyoari, Huvadhu Atholhu Dhekunuburi",Population density,Gaaf Dhaal Atoll,Fiyoari,788.5459064935579,0.15025073482214052,19,Huvadhu Atholhu Dhekunuburi,637,Population density,788.5459064935579
"Gadhdhoo, Huvadhu Atholhu Dhekunuburi",Population density,Gaaf Dhaal Atoll,Gadhdhoo,2410.29681526834,0.4592616164148356,19,Huvadhu Atholhu Dhekunuburi,1414,Population density,2410.29681526834
"Hoandedhdhoo, Huvadhu Atholhu Dhekunuburi",Population density,Gaaf Dhaal Atoll,Hoandedhdhoo,798.1256222674343,0.15207606841725435,19,Huvadhu Atholhu Dhekunuburi,885,Population density,798.1256222674343
"Madaveli, Huvadhu Atholhu Dhekunuburi",Population density,Gaaf Dhaal Atoll,Madaveli,2599.5909365592543,0.49533000582280673,19,Huvadhu Atholhu Dhekunuburi,1219,Population density,2599.5909365592543
"Nadallaa, Huvadhu Atholhu Dhekunuburi",Population density,Gaaf Dhaal Atoll,Nadallaa,1274.4727559951275,0.2428399748475911,19,Huvadhu Atholhu Dhekunuburi,581,Population density,1274.4727559951275
"Rathafandhoo, Huvadhu Atholhu Dhekunuburi",Population density,Gaaf Dhaal Atoll,Rathafandhoo,1052.0217686004162,0.20045382580702265,19,Huvadhu Atholhu Dhekunuburi,431,Population density,1052.0217686004162
"Thinadhoo, Huvadhu Atholhu Dhekunuburi",Population density,Gaaf Dhaal Atoll,Thinadhoo,3364.3205092095254,0.641042740217508,19,Huvadhu Atholhu Dhekunuburi,6217,Population density,3364.3205092095254
"Vaadhoo, Huvadhu Atholhu Dhekunuburi",Population density,Gaaf Dhaal Atoll,Vaadhoo,266.3442456016035,0.050749637133036755,19,Huvadhu Atholhu Dhekunuburi,516,Population density,266.3442456016035
"Fuvahmulah, Fuvahmulah",Population density,Gnaviyani Atoll,Fuvahmulah,1853.7616238171292,0.3532185556604416,20,Fuvahmulah,9177,Population density,1853.7616238171292
"Feydhoo, Addu Atholhu",Population density,Seenu Atoll,Feydhoo,3505.700281736024,0.6679814568301559,21,Addu Atholhu,4289,Population density,3505.700281736024
"Hithadhoo, Addu Atholhu",Population density,Seenu Atoll,Hithadhoo,2495.8375528176925,0.475560678483612,21,Addu Atholhu,NA,Population density,2495.8375528176925
"Hulhumeedhoo, Addu Atholhu",Population density,Seenu Atoll,Hulhumeedhoo,875.5869923714966,0.16683567554047038,21,Addu Atholhu,1892,Population density,875.5869923714966
"Maradhoo, Addu Atholhu",Population density,Seenu Atoll,Maradhoo,4226.935767387635,0.8054067618207451,21,Addu Atholhu,2542,Population density,4226.935767387635
"Maradhoo-Feydhoo, Addu Atholhu",Population density,Seenu Atoll,Maradhoo-Feydhoo,4078.969669767724,0.7772130768201906,21,Addu Atholhu,1398,Population density,4078.969669767724
"Hulhumeedhoo, Addu Atholhu",Population density,Seenu Atoll,Hulhumeedhoo,1007.8559602092502,0.19203840558843988,21,Addu Atholhu,1892,Population density,1007.8559602092502
"Hulhule, Greater Male Region",Population,Greater Male Region,Hulhule,80,0.5,5,Greater Male Region,80,Population,80
"Hulhumale', Greater Male Region",Population,Greater Male Region,Hulhumale',53193,0.5,5,Greater Male Region,53193,Population,53193
"Male', Greater Male Region",Population,Greater Male Region,Male',211908,0.5,5,Greater Male Region,211908,Population,211908
"Vilimale', Greater Male Region",Population,Greater Male Region,Vilimale',6754,0.5,5,Greater Male Region,6754,Population,6754
"Kalhaidhoo, Haa Dhaal Atoll",Population,Haa Dhaal Atoll,Kalhaidhoo,10398,0.5,5,Haa Dhaal Atoll,10398,Population,10398
"Male', Greater Male Region",Population density,Greater Male Region,Male',17500,0.5,5,Greater Male Region,211908,Population density,17500
"Vilimale', Greater Male Region",Population density,Greater Male Region,Vilimale',25000,0.5,5,Greater Male Region,6754,Population density,25000
"Hulhumale', Greater Male Region",Population density,Greater Male Region,Hulhumale',18184,0.5,5,Greater Male Region,53193,Population density,18184
