area_of_origin,area_of_destination,sex,migrants_1990,migrants_1995,migrants_2000,migrants_2005,migrants_2010,migrants_2015,migrants_2020,origin_iso,destination_iso,origin_population_2000,origin_population_2010,origin_population_2015,origin_population_2020,destination_population_2000,destination_population_2010,destination_population_2015,destination_population_2020
Laos,Belgium,female,550,550,530,695,596,607,613,LAO,BEL,5430853,6323418,6787419,7319399,10251250,10895586,11274196,11538604
Laos,Belgium,male,482,482,472,509,554,542,523,LAO,BEL,5430853,6323418,6787419,7319399,10251250,10895586,11274196,11538604
Laos,Cambodia,female,54,142,230,175,119,105,111,LAO,KHM,5430853,6323418,6787419,7319399,12118841,14363532,15417523,16396860
Laos,Cambodia,male,67,175,283,225,169,155,167,LAO,KHM,5430853,6323418,6787419,7319399,12118841,14363532,15417523,16396860
Laos,Canada,female,7112,7141,7338,7041,7240,7308,7917,LAO,CAN,5430853,6323418,6787419,7319399,30685730,34005902,35704498,38028638
Laos,Canada,male,6748,6713,6840,6698,7065,7078,7670,LAO,CAN,5430853,6323418,6787419,7319399,30685730,34005902,35704498,38028638
Laos,France,female,24583,25805,27027,20977,20654,23519,25793,LAO,FRA,5430853,6323418,6787419,7319399,60921384,65030575,66548272,67571107
Laos,France,male,25717,26121,26525,20696,19371,20840,22967,LAO,FRA,5430853,6323418,6787419,7319399,60921384,65030575,66548272,67571107
Laos,Germany,female,957,725,492,1026,1452,1498,2412,LAO,DEU,5430853,6323418,6787419,7319399,82211508,81776930,81686611,83160871
Laos,Germany,male,1358,984,610,1063,1443,1474,1574,LAO,DEU,5430853,6323418,6787419,7319399,82211508,81776930,81686611,83160871
Laos,Italy,female,50,76,102,123,145,136,143,LAO,ITA,5430853,6323418,6787419,7319399,56942108,59277417,60730582,59438851
Laos,Italy,male,27,52,77,97,123,114,108,LAO,ITA,5430853,6323418,6787419,7319399,56942108,59277417,60730582,59438851
Laos,Netherlands,female,24,36,51,72,98,122,137,LAO,NLD,5430853,6323418,6787419,7319399,15925513,16615394,16939923,17441500
Laos,New Caledonia,female,268,315,363,384,406,348,369,LAO,NCL,5430853,6323418,6787419,7319399,213230,249750,269460,271080
Laos,New Caledonia,male,247,282,316,339,362,242,256,LAO,NCL,5430853,6323418,6787419,7319399,213230,249750,269460,271080
Laos,Norway,female,28,32,26,33,60,76,101,LAO,NOR,5430853,6323418,6787419,7319399,4490967,4889252,5188607,5379475
Laos,Philippines,female,2117,2905,260,207,182,140,147,LAO,PHL,5430853,6323418,6787419,7319399,77958223,94636700,103031365,112190977
Laos,Philippines,male,2204,2910,272,223,190,147,157,LAO,PHL,5430853,6323418,6787419,7319399,77958223,94636700,103031365,112190977
Laos,Russian Federation,male,49,51,52,77,101,104,104,LAO,RUS,5430853,6323418,6787419,7319399,146596869,142849468,144640716,145245148
Laos,Spain,female,11,17,188,92,106,99,136,LAO,ESP,5430853,6323418,6787419,7319399,40567864,46576897,46444832,47365655
Laos,Spain,male,9,14,188,89,97,89,115,LAO,ESP,5430853,6323418,6787419,7319399,40567864,46576897,46444832,47365655
Laos,Sweden,female,141,169,183,224,263,287,315,LAO,SWE,5430853,6323418,6787419,7319399,8872109,9378126,9799186,10353442
Laos,Sweden,male,143,168,179,188,202,192,194,LAO,SWE,5430853,6323418,6787419,7319399,8872109,9378126,9799186,10353442
Laos,Switzerland,female,370,357,345,398,507,529,566,LAO,CHE,5430853,6323418,6787419,7319399,7184250,7824909,8282396,8638167
Laos,Switzerland,male,354,363,375,398,444,432,447,LAO,CHE,5430853,6323418,6787419,7319399,7184250,7824909,8282396,8638167
Laos,Thailand,female,89787,110075,155731,302142,463764,504217,528239,LAO,THA,5430853,6323418,6787419,7319399,63066603,68270489,70294397,71475664
Laos,Thailand,male,75232,95882,133655,238083,365662,395488,413070,LAO,THA,5430853,6323418,6787419,7319399,63066603,68270489,70294397,71475664
Laos,United Kingdom,female,27,136,249,320,330,406,460,LAO,GBR,5430853,6323418,6787419,7319399,58892514,62766365,65116219,67081234
Laos,United Kingdom,male,37,118,201,202,220,252,281,LAO,GBR,5430853,6323418,6787419,7319399,58892514,62766365,65116219,67081234
Laos,United States of America,female,85735,94312,102831,99685,101481,106342,87146,LAO,USA,5430853,6323418,6787419,7319399,282162411,309327143,320738994,331526933
Laos,United States of America,male,85842,96133,106640,104508,103570,107435,86129,LAO,USA,5430853,6323418,6787419,7319399,282162411,309327143,320738994,331526933
Laos,Vietnam,female,576,968,1864,2199,2779,2991,3152,LAO,VNM,5430853,6323418,6787419,7319399,79001142,87411012,92191398,96648685
Laos,Vietnam,male,457,921,2130,2742,3202,3965,4182,LAO,VNM,5430853,6323418,6787419,7319399,79001142,87411012,92191398,96648685
Lebanon,Sri Lanka,female,4,20,59,189,375,387,388,LBN,LKA,4320642,4995800,6398940,5662923,18776371,20668557,21336697,21919000
Lebanon,Sri Lanka,male,4,74,122,169,348,345,353,LBN,LKA,4320642,4995800,6398940,5662923,18776371,20668557,21336697,21919000
Libya,Indonesia,female,7203,4641,2079,1349,853,923,971,LBY,IDN,5154790,6491988,6192235,6653942,214072421,244016173,259091970,271857970
Libya,Indonesia,male,6657,4529,2401,1812,1192,1340,1407,LBY,IDN,5154790,6491988,6192235,6653942,214072421,244016173,259091970,271857970
Malaysia,Algeria,female,581,423,264,209,239,259,268,MYS,DZA,22945150,28717731,31068833,33199993,30774621,35856344,39543154,43451666
Malaysia,Algeria,male,1070,841,613,485,523,568,591,MYS,DZA,22945150,28717731,31068833,33199993,30774621,35856344,39543154,43451666
Malaysia,Australia,female,37221,42433,44907,54385,69491,75124,92568,MYS,AUS,22945150,28717731,31068833,33199993,19028802,22031750,23815995,25649248
Malaysia,Australia,male,34914,38360,39743,46988,60389,68296,84718,MYS,AUS,22945150,28717731,31068833,33199993,19028802,22031750,23815995,25649248
Malaysia,Austria,female,140,155,170,193,220,282,345,MYS,AUT,22945150,28717731,31068833,33199993,8011566,8363404,8642699,8916864
Malaysia,Austria,male,126,145,164,177,190,202,243,MYS,AUT,22945150,28717731,31068833,33199993,8011566,8363404,8642699,8916864
Malaysia,Bangladesh,female,42565,58080,73596,87600,94243,93638,137962,MYS,BGD,22945150,28717731,31068833,33199993,129193327,148391139,157830000,167420951
Malaysia,Bangladesh,male,49968,68183,86397,102836,110635,109923,61656,MYS,BGD,22945150,28717731,31068833,33199993,129193327,148391139,157830000,167420951
Malaysia,Belgium,female,192,192,184,287,361,412,480,MYS,BEL,22945150,28717731,31068833,33199993,10251250,10895586,11274196,11538604
Malaysia,Belgium,male,142,142,140,214,275,307,340,MYS,BEL,22945150,28717731,31068833,33199993,10251250,10895586,11274196,11538604
Malaysia,Brunei Darussalam,female,18315,19257,20199,20525,20852,21179,23088,MYS,BRN,22945150,28717731,31068833,33199993,333926,396053,421437,441725
Malaysia,Brunei Darussalam,male,21991,23525,25059,25742,26424,27106,29540,MYS,BRN,22945150,28717731,31068833,33199993,333926,396053,421437,441725
Malaysia,Cambodia,male,62,162,262,207,151,137,146,MYS,KHM,22945150,28717731,31068833,33199993,12118841,14363532,15417523,16396860
Malaysia,Canada,female,7931,9363,11015,11486,12248,12911,13988,MYS,CAN,22945150,28717731,31068833,33199993,30685730,34005902,35704498,38028638
Malaysia,Canada,male,7522,8788,10265,10027,10117,10733,11630,MYS,CAN,22945150,28717731,31068833,33199993,30685730,34005902,35704498,38028638
Malaysia,China,female,354,602,849,1101,1256,1477,1606,MYS,CHN,22945150,28717731,31068833,33199993,1262645000,1337705000,1379860000,1411100000
Malaysia,China,male,454,770,1092,1704,2287,2893,3147,MYS,CHN,22945150,28717731,31068833,33199993,1262645000,1337705000,1379860000,1411100000
Malaysia,Czechia,female,1,1,1,95,175,209,124,MYS,CZE,22945150,28717731,31068833,33199993,10255063,10474410,10546059,10697858
Malaysia,Denmark,female,163,196,228,317,387,479,553,MYS,DNK,22945150,28717731,31068833,33199993,5339616,5547683,5683483,5831404
Malaysia,Denmark,male,135,155,176,236,283,342,349,MYS,DNK,22945150,28717731,31068833,33199993,5339616,5547683,5683483,5831404
Malaysia,Egypt,female,895,771,708,791,883,522,923,MYS,EGY,22945150,28717731,31068833,33199993,71371371,87252413,97723799,107465134
Malaysia,Egypt,male,1550,1397,1355,1665,1759,1293,1913,MYS,EGY,22945150,28717731,31068833,33199993,71371371,87252413,97723799,107465134
Malaysia,Finland,female,59,71,82,144,190,220,276,MYS,FIN,22945150,28717731,31068833,33199993,5176209,5363352,5479531,5529543
Malaysia,Finland,male,83,94,106,143,172,191,255,MYS,FIN,22945150,28717731,31068833,33199993,5176209,5363352,5479531,5529543
Malaysia,France,female,1064,1117,1170,1239,1408,1602,1756,MYS,FRA,22945150,28717731,31068833,33199993,60921384,65030575,66548272,67571107
Malaysia,France,male,837,845,853,1023,975,1038,1145,MYS,FRA,22945150,28717731,31068833,33199993,60921384,65030575,66548272,67571107
Malaysia,Germany,female,1117,1449,1781,2251,2621,2705,3657,MYS,DEU,22945150,28717731,31068833,33199993,82211508,81776930,81686611,83160871
Malaysia,Germany,male,1499,1567,1634,2016,2324,2370,3153,MYS,DEU,22945150,28717731,31068833,33199993,82211508,81776930,81686611,83160871
Malaysia,Hong Kong,female,4965,5578,6191,7099,8024,8455,9115,MYS,HKG,22945150,28717731,31068833,33199993,6665000,7024200,7291300,7481000
Malaysia,Hong Kong,male,5269,5844,6418,6667,6933,6831,6824,MYS,HKG,22945150,28717731,31068833,33199993,6665000,7024200,7291300,7481000
Malaysia,India,female,7194,9153,11112,10348,9374,8899,8466,MYS,IND,22945150,28717731,31068833,33199993,1059633675,1240613620,1322866505,1396387127
Malaysia,India,male,5101,4605,4108,5091,6233,5643,5135,MYS,IND,22945150,28717731,31068833,33199993,1059633675,1240613620,1322866505,1396387127
Malaysia,Indonesia,female,2190,1411,632,683,853,923,971,MYS,IDN,22945150,28717731,31068833,33199993,214072421,244016173,259091970,271857970
Malaysia,Indonesia,male,3216,2166,1116,1154,1192,1340,1407,MYS,IDN,22945150,28717731,31068833,33199993,214072421,244016173,259091970,271857970
Malaysia,Ireland,female,87,486,1114,1647,2117,2189,2493,MYS,IRL,22945150,28717731,31068833,33199993,3805174,4560155,4701957,4985382
Malaysia,Ireland,male,84,443,1083,1783,1981,1997,2305,MYS,IRL,22945150,28717731,31068833,33199993,3805174,4560155,4701957,4985382
Malaysia,Italy,female,44,135,225,291,371,359,421,MYS,ITA,22945150,28717731,31068833,33199993,56942108,59277417,60730582,59438851
Malaysia,Italy,male,23,68,114,185,261,249,256,MYS,ITA,22945150,28717731,31068833,33199993,56942108,59277417,60730582,59438851
Malaysia,Japan,female,2298,2823,4512,4295,4602,4839,5825,MYS,JPN,22945150,28717731,31068833,33199993,126843000,128070000,127141000,126261000
Malaysia,Japan,male,2386,2605,3875,3594,3762,3899,4694,MYS,JPN,22945150,28717731,31068833,33199993,126843000,128070000,127141000,126261000
Malaysia,Jordan,female,463,313,161,88,197,103,132,MYS,JOR,22945150,28717731,31068833,33199993,5056174,6931258,9494246,10928721
Malaysia,Jordan,male,520,351,184,171,337,117,150,MYS,JOR,22945150,28717731,31068833,33199993,5056174,6931258,9494246,10928721
Malaysia,Libya,female,2541,1957,1360,1232,1342,1517,1587,MYS,LBY,22945150,28717731,31068833,33199993,5154790,6491988,6192235,6653942
Malaysia,Libya,male,4439,4394,4468,5193,5709,6377,6867,MYS,LBY,22945150,28717731,31068833,33199993,5154790,6491988,6192235,6653942
Malaysia,Netherlands,female,1041,1198,1402,1638,1860,1974,2323,MYS,NLD,22945150,28717731,31068833,33199993,15925513,16615394,16939923,17441500
Malaysia,Netherlands,male,1050,1164,1314,1429,1602,1581,1758,MYS,NLD,22945150,28717731,31068833,33199993,15925513,16615394,16939923,17441500
Malaysia,New Zealand,female,4269,6076,5730,7158,8028,8774,11007,MYS,NZL,22945150,28717731,31068833,33199993,3857700,4350700,4609400,5090200
Malaysia,New Zealand,male,4392,5493,5421,6753,7547,8217,10310,MYS,NZL,22945150,28717731,31068833,33199993,3857700,4350700,4609400,5090200
Malaysia,North Korea,male,65,70,76,84,92,102,104,MYS,PRK,22945150,28717731,31068833,33199993,23367059,24686435,25258015,25867467
Malaysia,Norway,female,95,133,170,216,344,487,562,MYS,NOR,22945150,28717731,31068833,33199993,4490967,4889252,5188607,5379475
Malaysia,Norway,male,87,97,134,150,246,349,372,MYS,NOR,22945150,28717731,31068833,33199993,4490967,4889252,5188607,5379475
Malaysia,Philippines,female,108,148,146,116,372,377,398,MYS,PHL,22945150,28717731,31068833,33199993,77958223,94636700,103031365,112190977
Malaysia,Philippines,male,137,181,170,139,409,416,444,MYS,PHL,22945150,28717731,31068833,33199993,77958223,94636700,103031365,112190977
Malaysia,Russian Federation,female,284,247,201,427,645,660,658,MYS,RUS,22945150,28717731,31068833,33199993,146596869,142849468,144640716,145245148
Malaysia,Russian Federation,male,273,286,289,591,882,896,896,MYS,RUS,22945150,28717731,31068833,33199993,146596869,142849468,144640716,145245148
Malaysia,Singapore,female,107079,249164,419780,471836,550803,632457,643455,MYS,SGP,22945150,28717731,31068833,33199993,4027887,5076732,5535002,5685807
Malaysia,Singapore,male,87993,182690,290654,346501,421024,482401,489469,MYS,SGP,22945150,28717731,31068833,33199993,4027887,5076732,5535002,5685807
Malaysia,South Africa,female,826,473,278,382,577,747,762,MYS,ZAF,22945150,28717731,31068833,33199993,46813266,51784921,55876504,58801927
Malaysia,South Africa,male,63,81,104,121,155,197,334,MYS,ZAF,22945150,28717731,31068833,33199993,46813266,51784921,55876504,58801927
Malaysia,South Korea,female,23,65,125,251,492,493,765,MYS,KOR,22945150,28717731,31068833,33199993,47008111,49554112,51014947,51836239
Malaysia,South Korea,male,28,84,169,334,616,594,919,MYS,KOR,22945150,28717731,31068833,33199993,47008111,49554112,51014947,51836239
Malaysia,Spain,female,23,35,385,188,279,339,465,MYS,ESP,22945150,28717731,31068833,33199993,40567864,46576897,46444832,47365655
Malaysia,Spain,male,18,27,367,174,236,263,346,MYS,ESP,22945150,28717731,31068833,33199993,40567864,46576897,46444832,47365655
Malaysia,Sri Lanka,female,9,33,89,272,536,552,553,MYS,LKA,22945150,28717731,31068833,33199993,18776371,20668557,21336697,21919000
Malaysia,Sri Lanka,male,13,95,146,181,365,360,372,MYS,LKA,22945150,28717731,31068833,33199993,18776371,20668557,21336697,21919000
Malaysia,Sweden,female,368,440,475,604,741,825,983,MYS,SWE,22945150,28717731,31068833,33199993,8872109,9378126,9799186,10353442
Malaysia,Sweden,male,387,456,486,536,624,636,728,MYS,SWE,22945150,28717731,31068833,33199993,8872109,9378126,9799186,10353442
Malaysia,Switzerland,female,576,690,806,954,1183,1299,1483,MYS,CHE,22945150,28717731,31068833,33199993,7184250,7824909,8282396,8638167
Malaysia,Switzerland,male,545,672,803,848,941,961,1024,MYS,CHE,22945150,28717731,31068833,33199993,7184250,7824909,8282396,8638167
Malaysia,Thailand,female,396,355,397,388,400,430,450,MYS,THA,22945150,28717731,31068833,33199993,63066603,68270489,70294397,71475664
Malaysia,Thailand,male,897,815,893,821,816,874,914,MYS,THA,22945150,28717731,31068833,33199993,63066603,68270489,70294397,71475664
Malaysia,Turkey,female,27,68,111,117,123,124,184,MYS,TUR,22945150,28717731,31068833,33199993,64113547,73142150,78218479,83384680
Malaysia,Turkey,male,37,87,136,138,140,135,177,MYS,TUR,22945150,28717731,31068833,33199993,64113547,73142150,78218479,83384680
Malaysia,United Kingdom,female,23322,24975,27113,31130,32194,39683,45209,MYS,GBR,22945150,28717731,31068833,33199993,58892514,62766365,65116219,67081234
Malaysia,United Kingdom,male,19432,20137,21117,24072,26087,30071,33527,MYS,GBR,22945150,28717731,31068833,33199993,58892514,62766365,65116219,67081234
Malaysia,United States of America,female,15750,19453,23192,25352,28870,36566,38020,MYS,USA,22945150,28717731,31068833,33199993,282162411,309327143,320738994,331526933
Malaysia,United States of America,male,18084,22750,27522,30394,33751,35337,35927,MYS,USA,22945150,28717731,31068833,33199993,282162411,309327143,320738994,331526933
Malaysia,Vietnam,male,11,27,65,75,87,105,110,MYS,VNM,22945150,28717731,31068833,33199993,79001142,87411012,92191398,96648685
Maldives,Australia,female,41,62,92,172,236,326,350,MDV,AUS,282507,361575,435582,514438,19028802,22031750,23815995,25649248
Maldives,Australia,male,39,51,78,108,194,284,306,MDV,AUS,282507,361575,435582,514438,19028802,22031750,23815995,25649248
Maldives,India,female,317,215,112,274,482,457,434,MDV,IND,282507,361575,435582,514438,1059633675,1240613620,1322866505,1396387127
Maldives,India,male,1493,812,131,393,510,467,430,MDV,IND,282507,361575,435582,514438,1059633675,1240613620,1322866505,1396387127
Maldives,Sri Lanka,female,9,44,130,414,820,845,848,MDV,LKA,282507,361575,435582,514438,18776371,20668557,21336697,21919000
Maldives,Sri Lanka,male,8,149,240,317,654,545,560,MDV,LKA,282507,361575,435582,514438,18776371,20668557,21336697,21919000
Maldives,United Kingdom,female,10,53,98,130,134,164,185,MDV,GBR,282507,361575,435582,514438,58892514,62766365,65116219,67081234
Maldives,United Kingdom,male,17,54,92,133,143,167,187,MDV,GBR,282507,361575,435582,514438,58892514,62766365,65116219,67081234
Mauritius,India,female,1250,736,221,232,247,234,222,MUS,IND,1186873,1250400,1262879,1266014,1059633675,1240613620,1322866505,1396387127
Mauritius,India,male,1297,719,141,150,152,137,124,MUS,IND,1186873,1250400,1262879,1266014,1059633675,1240613620,1322866505,1396387127
Mongolia,Australia,female,14,43,56,136,402,988,2056,MNG,AUS,2450979,2702520,2964749,3294335,19028802,22031750,23815995,25649248
Mongolia,Australia,male,22,37,64,104,298,792,1798,MNG,AUS,2450979,2702520,2964749,3294335,19028802,22031750,23815995,25649248
Mongolia,Austria,female,640,711,781,887,1005,1275,1518,MNG,AUT,2450979,2702520,2964749,3294335,8011566,8363404,8642699,8916864
Mongolia,Austria,male,353,409,466,496,532,550,724,MNG,AUT,2450979,2702520,2964749,3294335,8011566,8363404,8642699,8916864
Mongolia,Belarus,female,56,93,130,125,119,125,122,MNG,BLR,2450979,2702520,2964749,3294335,9979610,9483836,9461076,9379952
Mongolia,Belgium,female,32,32,30,107,278,499,544,MNG,BEL,2450979,2702520,2964749,3294335,10251250,10895586,11274196,11538604
Mongolia,Belgium,male,15,15,15,57,159,279,300,MNG,BEL,2450979,2702520,2964749,3294335,10251250,10895586,11274196,11538604
Mongolia,Canada,female,13,39,66,330,564,775,838,MNG,CAN,2450979,2702520,2964749,3294335,30685730,34005902,35704498,38028638
Mongolia,Canada,male,11,37,63,277,471,636,690,MNG,CAN,2450979,2702520,2964749,3294335,30685730,34005902,35704498,38028638
Mongolia,Czechia,female,88,128,168,1790,3163,2790,4275,MNG,CZE,2450979,2702520,2964749,3294335,10255063,10474410,10546059,10697858
Mongolia,Czechia,male,52,82,111,1097,2046,1817,3556,MNG,CZE,2450979,2702520,2964749,3294335,10255063,10474410,10546059,10697858
Mongolia,France,female,157,165,173,388,773,880,964,MNG,FRA,2450979,2702520,2964749,3294335,60921384,65030575,66548272,67571107
Mongolia,France,male,131,132,133,299,566,603,666,MNG,FRA,2450979,2702520,2964749,3294335,60921384,65030575,66548272,67571107
Mongolia,Hungary,female,215,420,625,755,890,636,993,MNG,HUN,2450979,2702520,2964749,3294335,10210971,10000023,9843028,9750149
Mongolia,Hungary,male,171,205,238,305,375,226,799,MNG,HUN,2450979,2702520,2964749,3294335,10210971,10000023,9843028,9750149
Mongolia,Ireland,female,38,109,230,217,196,203,230,MNG,IRL,2450979,2702520,2964749,3294335,3805174,4560155,4701957,4985382
Mongolia,Ireland,male,23,60,139,154,115,115,133,MNG,IRL,2450979,2702520,2964749,3294335,3805174,4560155,4701957,4985382
Mongolia,Italy,female,4,26,47,122,181,208,224,MNG,ITA,2450979,2702520,2964749,3294335,56942108,59277417,60730582,59438851
Mongolia,Netherlands,female,15,23,34,255,301,325,377,MNG,NLD,2450979,2702520,2964749,3294335,15925513,16615394,16939923,17441500
Mongolia,Netherlands,male,12,16,20,155,148,150,169,MNG,NLD,2450979,2702520,2964749,3294335,15925513,16615394,16939923,17441500
Mongolia,Norway,female,0,0,5,29,70,112,115,MNG,NOR,2450979,2702520,2964749,3294335,4490967,4889252,5188607,5379475
Mongolia,Poland,female,124,107,93,157,228,212,253,MNG,POL,2450979,2702520,2964749,3294335,38258629,38042794,37986412,37899070
Mongolia,Poland,male,110,93,78,91,106,106,171,MNG,POL,2450979,2702520,2964749,3294335,38258629,38042794,37986412,37899070
Mongolia,Russian Federation,female,10767,11853,12506,12056,11351,11626,11618,MNG,RUS,2450979,2702520,2964749,3294335,146596869,142849468,144640716,145245148
Mongolia,Russian Federation,male,10375,10881,10997,10299,9397,9518,9514,MNG,RUS,2450979,2702520,2964749,3294335,146596869,142849468,144640716,145245148
Mongolia,South Korea,female,55,356,748,3672,8391,10415,13600,MNG,KOR,2450979,2702520,2964749,3294335,47008111,49554112,51014947,51836239
Mongolia,South Korea,male,57,347,771,5422,11875,14037,17507,MNG,KOR,2450979,2702520,2964749,3294335,47008111,49554112,51014947,51836239
Mongolia,Spain,female,7,11,122,60,233,275,376,MNG,ESP,2450979,2702520,2964749,3294335,40567864,46576897,46444832,47365655
Mongolia,Spain,male,3,5,71,33,134,144,189,MNG,ESP,2450979,2702520,2964749,3294335,40567864,46576897,46444832,47365655
Mongolia,Sweden,female,20,25,27,88,328,1332,2377,MNG,SWE,2450979,2702520,2964749,3294335,8872109,9378126,9799186,10353442
Mongolia,Sweden,male,10,11,12,34,168,922,1835,MNG,SWE,2450979,2702520,2964749,3294335,8872109,9378126,9799186,10353442
Mongolia,Switzerland,female,84,196,310,370,455,582,812,MNG,CHE,2450979,2702520,2964749,3294335,7184250,7824909,8282396,8638167
Mongolia,Switzerland,male,64,107,150,149,153,186,285,MNG,CHE,2450979,2702520,2964749,3294335,7184250,7824909,8282396,8638167
Mongolia,Turkey,female,22,56,91,96,101,102,151,MNG,TUR,2450979,2702520,2964749,3294335,64113547,73142150,78218479,83384680
Mongolia,Turkey,male,24,55,87,88,88,85,108,MNG,TUR,2450979,2702520,2964749,3294335,64113547,73142150,78218479,83384680
Mongolia,United Kingdom,female,17,87,160,576,595,733,832,MNG,GBR,2450979,2702520,2964749,3294335,58892514,62766365,65116219,67081234
Mongolia,United Kingdom,male,23,75,128,339,371,423,470,MNG,GBR,2450979,2702520,2964749,3294335,58892514,62766365,65116219,67081234
Myanmar,Australia,female,5042,5837,6114,6824,11897,16160,18598,MMR,AUS,45538332,49390988,51483949,53423198,19028802,22031750,23815995,25649248
Myanmar,Australia,male,4842,5509,5986,6504,11363,16000,19617,MMR,AUS,45538332,49390988,51483949,53423198,19028802,22031750,23815995,25649248
Myanmar,Bangladesh,female,119701,120897,122106,68207,124560,125805,182874,MMR,BGD,45538332,49390988,51483949,53423198,129193327,148391139,157830000,167420951
Myanmar,Bangladesh,male,106150,107212,108284,60486,110459,111564,724552,MMR,BGD,45538332,49390988,51483949,53423198,129193327,148391139,157830000,167420951
Myanmar,Belgium,male,29,29,27,67,102,153,120,MMR,BEL,45538332,49390988,51483949,53423198,10251250,10895586,11274196,11538604
Myanmar,Canada,female,1199,1545,1928,2929,4127,4166,4513,MMR,CAN,45538332,49390988,51483949,53423198,30685730,34005902,35704498,38028638
Myanmar,Canada,male,1138,1450,1796,2774,3953,3998,4332,MMR,CAN,45538332,49390988,51483949,53423198,30685730,34005902,35704498,38028638
Myanmar,Denmark,female,30,32,34,270,483,775,819,MMR,DNK,45538332,49390988,51483949,53423198,5339616,5547683,5683483,5831404
Myanmar,Denmark,male,13,22,30,387,710,947,945,MMR,DNK,45538332,49390988,51483949,53423198,5339616,5547683,5683483,5831404
Myanmar,Finland,female,4,13,21,234,388,541,589,MMR,FIN,45538332,49390988,51483949,53423198,5176209,5363352,5479531,5529543
Myanmar,Finland,male,3,16,29,270,446,577,627,MMR,FIN,45538332,49390988,51483949,53423198,5176209,5363352,5479531,5529543
Myanmar,France,female,319,335,350,216,220,250,273,MMR,FRA,45538332,49390988,51483949,53423198,60921384,65030575,66548272,67571107
Myanmar,France,male,354,360,366,153,222,240,264,MMR,FRA,45538332,49390988,51483949,53423198,60921384,65030575,66548272,67571107
Myanmar,Germany,female,55,125,195,447,650,671,889,MMR,DEU,45538332,49390988,51483949,53423198,82211508,81776930,81686611,83160871
Myanmar,Germany,male,221,306,390,824,1183,1210,1633,MMR,DEU,45538332,49390988,51483949,53423198,82211508,81776930,81686611,83160871
Myanmar,India,female,41179,35551,29922,31513,33544,31845,30295,MMR,IND,45538332,49390988,51483949,53423198,1059633675,1240613620,1322866505,1396387127
Myanmar,India,male,44527,38244,31962,32463,32031,29258,26854,MMR,IND,45538332,49390988,51483949,53423198,1059633675,1240613620,1322866505,1396387127
Myanmar,Italy,female,18,54,90,180,242,288,294,MMR,ITA,45538332,49390988,51483949,53423198,56942108,59277417,60730582,59438851
Myanmar,Italy,male,10,43,75,123,143,163,143,MMR,ITA,45538332,49390988,51483949,53423198,56942108,59277417,60730582,59438851
Myanmar,Laos,female,191,172,136,123,714,1305,1395,MMR,LAO,45538332,49390988,51483949,53423198,5430853,6323418,6787419,7319399
Myanmar,Laos,male,213,188,146,122,826,1530,1637,MMR,LAO,45538332,49390988,51483949,53423198,5430853,6323418,6787419,7319399
Myanmar,Malaysia,female,1391,3090,5871,38312,62162,96539,99232,MMR,MYS,45538332,49390988,51483949,53423198,22945150,28717731,31068833,33199993
Myanmar,Malaysia,male,3177,7080,13427,96213,164270,234312,251373,MMR,MYS,45538332,49390988,51483949,53423198,22945150,28717731,31068833,33199993
Myanmar,Netherlands,female,25,37,53,106,249,464,557,MMR,NLD,45538332,49390988,51483949,53423198,15925513,16615394,16939923,17441500
Myanmar,Netherlands,male,61,89,118,253,447,646,705,MMR,NLD,45538332,49390988,51483949,53423198,15925513,16615394,16939923,17441500
Myanmar,New Zealand,female,197,318,350,414,781,1136,1573,MMR,NZL,45538332,49390988,51483949,53423198,3857700,4350700,4609400,5090200
Myanmar,New Zealand,male,166,276,332,392,734,1064,1474,MMR,NZL,45538332,49390988,51483949,53423198,3857700,4350700,4609400,5090200
Myanmar,Norway,female,5,14,18,216,1144,1534,1624,MMR,NOR,45538332,49390988,51483949,53423198,4490967,4889252,5188607,5379475
Myanmar,Norway,male,25,33,38,294,1284,1575,1634,MMR,NOR,45538332,49390988,51483949,53423198,4490967,4889252,5188607,5379475
Myanmar,Pakistan,female,1725,1441,1280,1226,1192,1181,1040,MMR,PAK,45538332,49390988,51483949,53423198,154369924,194454498,210969298,227196741
Myanmar,Pakistan,male,1873,1559,1382,1325,1287,1279,1257,MMR,PAK,45538332,49390988,51483949,53423198,154369924,194454498,210969298,227196741
Myanmar,Panama,male,23,32,44,58,83,97,117,MMR,PAN,45538332,49390988,51483949,53423198,3001731,3623617,3957099,4294396
Myanmar,Philippines,female,23,31,174,138,223,226,239,MMR,PHL,45538332,49390988,51483949,53423198,77958223,94636700,103031365,112190977
Myanmar,Philippines,male,32,43,159,131,192,195,208,MMR,PHL,45538332,49390988,51483949,53423198,77958223,94636700,103031365,112190977
Myanmar,Russian Federation,male,202,211,213,411,599,610,610,MMR,RUS,45538332,49390988,51483949,53423198,146596869,142849468,144640716,145245148
Myanmar,Saudi Arabia,female,29975,33956,34740,40440,49688,65872,83979,MMR,SAU,45538332,49390988,51483949,53423198,21547390,29411929,32749848,35997107
Myanmar,Saudi Arabia,male,59554,67994,70010,88958,118084,148499,183797,MMR,SAU,45538332,49390988,51483949,53423198,21547390,29411929,32749848,35997107
Myanmar,South Africa,female,166,95,56,77,116,150,153,MMR,ZAF,45538332,49390988,51483949,53423198,46813266,51784921,55876504,58801927
Myanmar,South Africa,male,45,36,35,42,57,73,105,MMR,ZAF,45538332,49390988,51483949,53423198,46813266,51784921,55876504,58801927
