area_of_origin,area_of_destination,sex,migrants_1990,migrants_1995,migrants_2000,migrants_2005,migrants_2010,migrants_2015,migrants_2020,origin_iso,destination_iso,origin_population_2000,origin_population_2010,origin_population_2015,origin_population_2020,destination_population_2000,destination_population_2010,destination_population_2015,destination_population_2020
Thailand,Austria,female,2576,2859,3141,3568,4045,4652,5344,THA,AUT,63066603,68270489,70294397,71475664,8011566,8363404,8642699,8916864
Thailand,Austria,male,512,625,738,733,731,717,900,THA,AUT,63066603,68270489,70294397,71475664,8011566,8363404,8642699,8916864
Thailand,Bahrain,female,84,95,109,189,312,325,407,THA,BHR,63066603,68270489,70294397,71475664,711442,1213645,1362142,1477469
Thailand,Bahrain,male,210,228,244,402,648,715,940,THA,BHR,63066603,68270489,70294397,71475664,711442,1213645,1362142,1477469
Thailand,Bangladesh,female,7131,5494,3857,4223,4719,4852,7147,THA,BGD,63066603,68270489,70294397,71475664,129193327,148391139,157830000,167420951
Thailand,Bangladesh,male,8372,6451,4529,4958,5540,5696,3196,THA,BGD,63066603,68270489,70294397,71475664,129193327,148391139,157830000,167420951
Thailand,Belgium,female,3102,3090,2976,4702,5637,6782,7797,THA,BEL,63066603,68270489,70294397,71475664,10251250,10895586,11274196,11538604
Thailand,Belgium,male,845,832,806,983,1553,1886,2158,THA,BEL,63066603,68270489,70294397,71475664,10251250,10895586,11274196,11538604
Thailand,Brazil,female,0,0,0,0,212,251,265,THA,BRA,63066603,68270489,70294397,71475664,175873720,196353492,205188205,213196304
Thailand,Brazil,male,0,0,0,0,245,287,318,THA,BRA,63066603,68270489,70294397,71475664,175873720,196353492,205188205,213196304
Thailand,Brunei Darussalam,female,555,2264,3972,4036,4100,4164,4537,THA,BRN,63066603,68270489,70294397,71475664,333926,396053,421437,441725
Thailand,Brunei Darussalam,male,6057,7783,9510,9746,9983,10220,11137,THA,BRN,63066603,68270489,70294397,71475664,333926,396053,421437,441725
Thailand,Cambodia,female,7212,19169,31139,23639,16139,14265,15305,THA,KHM,63066603,68270489,70294397,71475664,12118841,14363532,15417523,16396860
Thailand,Cambodia,male,6937,18319,29705,23855,18004,16541,17743,THA,KHM,63066603,68270489,70294397,71475664,12118841,14363532,15417523,16396860
Thailand,Canada,female,2866,3638,4496,6396,7954,9610,10412,THA,CAN,63066603,68270489,70294397,71475664,30685730,34005902,35704498,38028638
Thailand,Canada,male,2719,3414,4191,4885,5406,5372,5820,THA,CAN,63066603,68270489,70294397,71475664,30685730,34005902,35704498,38028638
Thailand,China,female,873,1682,2576,3338,3808,4482,4874,THA,CHN,63066603,68270489,70294397,71475664,1262645000,1337705000,1379860000,1411100000
Thailand,China,male,604,1342,2232,3612,4972,6348,6905,THA,CHN,63066603,68270489,70294397,71475664,1262645000,1337705000,1379860000,1411100000
Thailand,"China, Macao SAR",female,1631,1820,740,838,968,1133,1214,THA,MAC,63066603,68270489,70294397,71475664,431896,557297,615239,676283
Thailand,"China, Macao SAR",male,292,289,234,291,319,386,414,THA,MAC,63066603,68270489,70294397,71475664,431896,557297,615239,676283
Thailand,Cyprus,female,52,77,101,154,232,210,215,THA,CYP,63066603,68270489,70294397,71475664,948237,1129686,1187280,1237537
Thailand,Czechia,female,5,8,11,258,468,785,1284,THA,CZE,63066603,68270489,70294397,71475664,10255063,10474410,10546059,10697858
Thailand,Czechia,male,3,4,5,21,47,79,134,THA,CZE,63066603,68270489,70294397,71475664,10255063,10474410,10546059,10697858
Thailand,Denmark,female,1508,2959,4410,6445,8105,9829,11357,THA,DNK,63066603,68270489,70294397,71475664,5339616,5547683,5683483,5831404
Thailand,Denmark,male,450,818,1186,1699,2122,2493,2868,THA,DNK,63066603,68270489,70294397,71475664,5339616,5547683,5683483,5831404
Thailand,Egypt,female,155,149,155,173,194,115,201,THA,EGY,63066603,68270489,70294397,71475664,71371371,87252413,97723799,107465134
Thailand,Egypt,male,812,695,632,764,814,577,879,THA,EGY,63066603,68270489,70294397,71475664,71371371,87252413,97723799,107465134
Thailand,Faroe Islands,female,2,9,15,41,60,94,114,THA,FRO,63066603,68270489,70294397,71475664,45660,48410,48816,52415
Thailand,Finland,female,319,705,1090,3289,4772,7057,8765,THA,FIN,63066603,68270489,70294397,71475664,5176209,5363352,5479531,5529543
Thailand,Finland,male,92,255,419,967,1336,1827,2345,THA,FIN,63066603,68270489,70294397,71475664,5176209,5363352,5479531,5529543
Thailand,France,female,7491,7863,8235,9257,11167,12715,13945,THA,FRA,63066603,68270489,70294397,71475664,60921384,65030575,66548272,67571107
Thailand,France,male,4580,4598,4616,4882,5877,6175,6818,THA,FRA,63066603,68270489,70294397,71475664,60921384,65030575,66548272,67571107
Thailand,Germany,female,12814,22603,32391,42525,50506,52141,73827,THA,DEU,63066603,68270489,70294397,71475664,82211508,81776930,81686611,83160871
Thailand,Germany,male,3815,3998,4182,7706,10706,10683,10497,THA,DEU,63066603,68270489,70294397,71475664,82211508,81776930,81686611,83160871
Thailand,Greece,female,313,278,252,298,356,348,331,THA,GRC,63066603,68270489,70294397,71475664,10805808,11121341,10820883,10698599
Thailand,Hong Kong,female,10362,11642,12921,14815,16745,17644,19022,THA,HKG,63066603,68270489,70294397,71475664,6665000,7024200,7291300,7481000
Thailand,Hong Kong,male,2498,2711,2924,2484,2050,1564,1006,THA,HKG,63066603,68270489,70294397,71475664,6665000,7024200,7291300,7481000
Thailand,Hungary,female,555,500,444,537,633,671,1160,THA,HUN,63066603,68270489,70294397,71475664,10210971,10000023,9843028,9750149
Thailand,Hungary,male,76,59,43,62,82,91,248,THA,HUN,63066603,68270489,70294397,71475664,10210971,10000023,9843028,9750149
Thailand,Iceland,female,66,248,430,607,767,884,1100,THA,ISL,63066603,68270489,70294397,71475664,281205,318041,330815,366463
Thailand,Iceland,male,17,74,130,215,295,312,400,THA,ISL,63066603,68270489,70294397,71475664,281205,318041,330815,366463
Thailand,Indonesia,female,505,325,146,4160,8891,9629,10142,THA,IDN,63066603,68270489,70294397,71475664,214072421,244016173,259091970,271857970
Thailand,Indonesia,male,953,639,325,5925,11455,12896,13539,THA,IDN,63066603,68270489,70294397,71475664,214072421,244016173,259091970,271857970
Thailand,Ireland,female,71,205,436,411,370,383,435,THA,IRL,63066603,68270489,70294397,71475664,3805174,4560155,4701957,4985382
Thailand,Ireland,male,32,80,188,215,154,152,177,THA,IRL,63066603,68270489,70294397,71475664,3805174,4560155,4701957,4985382
Thailand,Italy,female,370,2049,3728,6069,8170,8518,9746,THA,ITA,63066603,68270489,70294397,71475664,56942108,59277417,60730582,59438851
Thailand,Italy,male,198,156,114,784,1306,1309,1592,THA,ITA,63066603,68270489,70294397,71475664,56942108,59277417,60730582,59438851
Thailand,Japan,female,3299,8452,15760,21200,22713,25139,29409,THA,JPN,63066603,68270489,70294397,71475664,126843000,128070000,127141000,126261000
Thailand,Japan,male,3427,7803,13531,17734,18566,20240,23678,THA,JPN,63066603,68270489,70294397,71475664,126843000,128070000,127141000,126261000
Thailand,Kuwait,female,719,530,541,613,832,1488,1614,THA,KWT,63066603,68270489,70294397,71475664,1934901,2943356,3908743,4360444
Thailand,Kuwait,male,1104,930,1125,1188,1556,2267,2459,THA,KWT,63066603,68270489,70294397,71475664,1934901,2943356,3908743,4360444
Thailand,Laos,female,951,856,669,608,632,656,700,THA,LAO,63066603,68270489,70294397,71475664,5430853,6323418,6787419,7319399
Thailand,Laos,male,1326,1204,979,930,1783,2637,2822,THA,LAO,63066603,68270489,70294397,71475664,5430853,6323418,6787419,7319399
Thailand,Libya,female,439,425,409,370,402,455,474,THA,LBY,63066603,68270489,70294397,71475664,5154790,6491988,6192235,6653942
Thailand,Libya,male,2323,1985,1689,1942,2135,2386,2567,THA,LBY,63066603,68270489,70294397,71475664,5154790,6491988,6192235,6653942
Thailand,Luxembourg,female,151,144,139,113,89,133,529,THA,LUX,63066603,68270489,70294397,71475664,436300,506953,569604,630419
Thailand,Luxembourg,male,17,15,14,19,25,40,115,THA,LUX,63066603,68270489,70294397,71475664,436300,506953,569604,630419
Thailand,Malaysia,female,16271,16579,21502,12090,10918,8436,8671,THA,MYS,63066603,68270489,70294397,71475664,22945150,28717731,31068833,33199993
Thailand,Malaysia,male,14856,12511,12999,7721,8011,6465,7119,THA,MYS,63066603,68270489,70294397,71475664,22945150,28717731,31068833,33199993
Thailand,Maldives,female,30,39,38,35,125,216,234,THA,MDV,63066603,68270489,70294397,71475664,282507,361575,435582,514438
Thailand,Mali,female,0,0,0,0,224,276,321,THA,MLI,63066603,68270489,70294397,71475664,11239101,15529181,18112907,21224040
Thailand,Mali,male,0,0,0,0,140,171,202,THA,MLI,63066603,68270489,70294397,71475664,11239101,15529181,18112907,21224040
Thailand,Malta,female,37,43,53,62,72,114,227,THA,MLT,63066603,68270489,70294397,71475664,390087,414508,445053,515332
Thailand,Netherlands,female,1801,3051,4411,7564,9356,10811,12322,THA,NLD,63066603,68270489,70294397,71475664,15925513,16615394,16939923,17441500
Thailand,Netherlands,male,701,1090,1506,2140,2642,2987,3431,THA,NLD,63066603,68270489,70294397,71475664,15925513,16615394,16939923,17441500
Thailand,New Zealand,female,1448,2346,2576,3031,3615,4143,5786,THA,NZL,63066603,68270489,70294397,71475664,3857700,4350700,4609400,5090200
Thailand,New Zealand,male,1223,2026,2438,2859,3397,3880,5419,THA,NZL,63066603,68270489,70294397,71475664,3857700,4350700,4609400,5090200
Thailand,North Korea,female,152,186,220,259,297,325,331,THA,PRK,63066603,68270489,70294397,71475664,23367059,24686435,25258015,25867467
Thailand,North Korea,male,80,114,148,181,214,238,243,THA,PRK,63066603,68270489,70294397,71475664,23367059,24686435,25258015,25867467
Thailand,Norway,female,1006,1772,2896,5920,10560,14667,18197,THA,NOR,63066603,68270489,70294397,71475664,4490967,4889252,5188607,5379475
Thailand,Norway,male,285,466,688,1286,2466,3350,4107,THA,NOR,63066603,68270489,70294397,71475664,4490967,4889252,5188607,5379475
Thailand,Panama,male,2,2,2,50,109,129,155,THA,PAN,63066603,68270489,70294397,71475664,3001731,3623617,3957099,4294396
Thailand,Philippines,female,83,113,56,44,159,161,170,THA,PHL,63066603,68270489,70294397,71475664,77958223,94636700,103031365,112190977
Thailand,Philippines,male,97,129,64,53,176,179,190,THA,PHL,63066603,68270489,70294397,71475664,77958223,94636700,103031365,112190977
Thailand,Portugal,female,14,30,49,91,119,141,499,THA,PRT,63066603,68270489,70294397,71475664,10289898,10573100,10358076,10297081
Thailand,Portugal,male,4,9,14,74,122,131,1177,THA,PRT,63066603,68270489,70294397,71475664,10289898,10573100,10358076,10297081
Thailand,Qatar,female,778,1105,1263,723,380,424,461,THA,QAT,63066603,68270489,70294397,71475664,645937,1713504,2414573,2760385
Thailand,Qatar,male,599,1224,1672,1002,1536,1867,1870,THA,QAT,63066603,68270489,70294397,71475664,645937,1713504,2414573,2760385
Thailand,Romania,female,0,0,0,0,0,11,129,THA,ROU,63066603,68270489,70294397,71475664,22442971,20246871,19815616,19265250
Thailand,Russian Federation,female,38,40,41,77,113,115,113,THA,RUS,63066603,68270489,70294397,71475664,146596869,142849468,144640716,145245148
Thailand,Russian Federation,male,37,38,39,71,100,102,102,THA,RUS,63066603,68270489,70294397,71475664,146596869,142849468,144640716,145245148
Thailand,Seychelles,female,4,191,378,245,113,119,120,THA,SYC,63066603,68270489,70294397,71475664,81131,89770,93419,98462
Thailand,Seychelles,male,1,46,91,96,101,120,122,THA,SYC,63066603,68270489,70294397,71475664,81131,89770,93419,98462
Thailand,Singapore,female,1109,2362,3887,8293,13173,15125,15388,THA,SGP,63066603,68270489,70294397,71475664,4027887,5076732,5535002,5685807
Thailand,Singapore,male,329,670,1034,1717,2485,2837,2865,THA,SGP,63066603,68270489,70294397,71475664,4027887,5076732,5535002,5685807
Thailand,Slovenia,female,2,6,12,63,175,196,280,THA,SVN,63066603,68270489,70294397,71475664,1988925,2048583,2063531,2102419
Thailand,South Africa,female,116,165,274,375,566,732,747,THA,ZAF,63066603,68270489,70294397,71475664,46813266,51784921,55876504,58801927
Thailand,South Africa,male,35,60,94,109,138,176,307,THA,ZAF,63066603,68270489,70294397,71475664,46813266,51784921,55876504,58801927
Thailand,South Korea,female,14,540,1204,2965,7603,18807,42634,THA,KOR,63066603,68270489,70294397,71475664,47008111,49554112,51014947,51836239
Thailand,South Korea,male,29,1048,2436,9268,23769,58741,116630,THA,KOR,63066603,68270489,70294397,71475664,47008111,49554112,51014947,51836239
Thailand,Spain,female,187,238,387,715,1196,1564,2151,THA,ESP,63066603,68270489,70294397,71475664,40567864,46576897,46444832,47365655
Thailand,Spain,male,84,108,185,238,434,520,661,THA,ESP,63066603,68270489,70294397,71475664,40567864,46576897,46444832,47365655
Thailand,Sri Lanka,female,1,6,19,61,121,125,124,THA,LKA,63066603,68270489,70294397,71475664,18776371,20668557,21336697,21919000
Thailand,Sri Lanka,male,2,28,48,73,150,149,152,THA,LKA,63066603,68270489,70294397,71475664,18776371,20668557,21336697,21919000
Thailand,Sweden,female,5971,7140,7707,13890,22327,28790,34010,THA,SWE,63066603,68270489,70294397,71475664,8872109,9378126,9799186,10353442
Thailand,Sweden,male,2164,2513,2646,4190,6277,7682,9466,THA,SWE,63066603,68270489,70294397,71475664,8872109,9378126,9799186,10353442
Thailand,Switzerland,female,6866,8377,9894,11619,14509,15523,16987,THA,CHE,63066603,68270489,70294397,71475664,7184250,7824909,8282396,8638167
Thailand,Switzerland,male,1833,2711,3624,3496,3330,3542,3971,THA,CHE,63066603,68270489,70294397,71475664,7184250,7824909,8282396,8638167
Thailand,Turkey,female,16,40,66,70,73,73,109,THA,TUR,63066603,68270489,70294397,71475664,64113547,73142150,78218479,83384680
Thailand,United Arab Emirates,female,642,810,1035,1495,3225,3663,3994,THA,ARE,63066603,68270489,70294397,71475664,3275333,8481771,8916899,9287289
Thailand,United Arab Emirates,male,1586,2045,2612,3347,7538,8097,8825,THA,ARE,63066603,68270489,70294397,71475664,3275333,8481771,8916899,9287289
Thailand,United Kingdom,female,5059,8114,11328,20691,21398,26375,30047,THA,GBR,63066603,68270489,70294397,71475664,58892514,62766365,65116219,67081234
Thailand,United Kingdom,male,2130,3243,4388,7065,7906,8698,9542,THA,GBR,63066603,68270489,70294397,71475664,58892514,62766365,65116219,67081234
Thailand,United States of America,female,67493,89221,111217,124184,143885,173429,166380,THA,USA,63066603,68270489,70294397,71475664,282162411,309327143,320738994,331526933
Thailand,United States of America,male,39426,50990,62895,71310,79550,94509,90262,THA,USA,63066603,68270489,70294397,71475664,282162411,309327143,320738994,331526933
Thailand,Vietnam,female,589,1372,3026,3252,3974,4844,5118,THA,VNM,63066603,68270489,70294397,71475664,79001142,87411012,92191398,96648685
Thailand,Vietnam,male,629,1623,4119,4896,5596,6708,7074,THA,VNM,63066603,68270489,70294397,71475664,79001142,87411012,92191398,96648685
Timor-Leste,Australia,female,4650,2401,0,5363,5340,4981,5279,TLS,AUS,878360,1088486,1205813,1299995,19028802,22031750,23815995,25649248
Timor-Leste,Australia,male,4868,2503,0,5346,5240,5019,5276,TLS,AUS,878360,1088486,1205813,1299995,19028802,22031750,23815995,25649248
Timor-Leste,Greece,female,0,1,3,64,130,127,121,TLS,GRC,878360,1088486,1205813,1299995,10805808,11121341,10820883,10698599
Timor-Leste,Indonesia,female,253,35633,71014,36784,8891,9629,10142,TLS,IDN,878360,1088486,1205813,1299995,214072421,244016173,259091970,271857970
Timor-Leste,Indonesia,male,476,35745,71014,41882,11455,12896,13539,TLS,IDN,878360,1088486,1205813,1299995,214072421,244016173,259091970,271857970
Timor-Leste,Portugal,female,339,733,1155,1074,814,970,1077,TLS,PRT,878360,1088486,1205813,1299995,10289898,10573100,10358076,10297081
Timor-Leste,Portugal,male,315,678,1072,966,702,747,892,TLS,PRT,878360,1088486,1205813,1299995,10289898,10573100,10358076,10297081
Timor-Leste,United Kingdom,female,82,416,759,637,658,810,921,TLS,GBR,878360,1088486,1205813,1299995,58892514,62766365,65116219,67081234
Timor-Leste,United Kingdom,male,248,884,1534,1319,1406,1660,1866,TLS,GBR,878360,1088486,1205813,1299995,58892514,62766365,65116219,67081234
Tonga,Fiji,female,570,567,566,568,601,612,626,TON,FJI,102603,107383,106122,105254,832509,905169,917200,920422
Tonga,Fiji,male,651,636,633,636,692,720,736,TON,FJI,102603,107383,106122,105254,832509,905169,917200,920422
Tunisia,Philippines,female,8,10,126,100,299,303,321,TUN,PHL,9893316,10895063,11557779,12161723,77958223,94636700,103031365,112190977
Tunisia,Philippines,male,9,12,116,95,261,265,282,TUN,PHL,9893316,10895063,11557779,12161723,77958223,94636700,103031365,112190977
Turkey,Iran,female,208,306,507,515,714,372,153,TUR,IRN,64113547,73142150,78218479,83384680,65544383,75373855,81790841,87290193
Turkey,Iran,male,185,284,603,584,844,538,231,TUR,IRN,64113547,73142150,78218479,83384680,65544383,75373855,81790841,87290193
Turkey,Mongolia,female,47,48,51,63,76,119,126,TUR,MNG,64113547,73142150,78218479,83384680,2450979,2702520,2964749,3294335
Turkey,Mongolia,male,62,72,82,85,104,103,110,TUR,MNG,64113547,73142150,78218479,83384680,2450979,2702520,2964749,3294335
Turkey,Philippines,female,91,124,454,361,436,443,468,TUR,PHL,64113547,73142150,78218479,83384680,77958223,94636700,103031365,112190977
Turkey,Philippines,male,111,147,468,385,430,436,466,TUR,PHL,64113547,73142150,78218479,83384680,77958223,94636700,103031365,112190977
Turkmenistan,Iran,female,130,129,422,1229,1256,956,792,TKM,IRN,4569132,5267970,5766431,6250438,65544383,75373855,81790841,87290193
Turkmenistan,Iran,male,107,109,522,1761,1743,1388,1162,TKM,IRN,4569132,5267970,5766431,6250438,65544383,75373855,81790841,87290193
Tuvalu,Fiji,female,177,176,175,176,186,189,191,TUV,FJI,9638,10550,10877,11069,832509,905169,917200,920422
Tuvalu,Fiji,male,201,196,196,196,213,222,229,TUV,FJI,9638,10550,10877,11069,832509,905169,917200,920422
Uganda,India,female,1123,785,446,15175,33963,32243,30674,UGA,IND,24020697,32341728,37477356,44404611,1059633675,1240613620,1322866505,1396387127
Uganda,India,male,935,680,426,14670,18027,16201,14635,UGA,IND,24020697,32341728,37477356,44404611,1059633675,1240613620,1322866505,1396387127
United Arab Emirates,India,female,5059,6154,7249,13364,21165,20093,19115,ARE,IND,3275333,8481771,8916899,9287289,1059633675,1240613620,1322866505,1396387127
United Arab Emirates,India,male,4881,6147,7413,18007,22977,21039,19355,ARE,IND,3275333,8481771,8916899,9287289,1059633675,1240613620,1322866505,1396387127
United Arab Emirates,Philippines,female,45,61,223,177,215,218,230,ARE,PHL,3275333,8481771,8916899,9287289,77958223,94636700,103031365,112190977
United Arab Emirates,Philippines,male,54,72,230,189,210,213,227,ARE,PHL,3275333,8481771,8916899,9287289,77958223,94636700,103031365,112190977
United Arab Emirates,Sri Lanka,female,9,45,130,410,812,837,840,ARE,LKA,3275333,8481771,8916899,9287289,18776371,20668557,21336697,21919000
United Arab Emirates,Sri Lanka,male,10,170,283,406,833,828,848,ARE,LKA,3275333,8481771,8916899,9287289,18776371,20668557,21336697,21919000
