Timestamp,max_temp_degC,min_temp_degC,mean_temp_degC,mean_humidity_percent,mean_wind_direction_compass,mean_wind_speed_kts,max_wind_direction_compass,max_wind_speed_kts,rainfall_mm,sunshine_hrs
10/1/1990,31,24.6,28.6,81,W,9,W,20,12.4,10.6
10/2/1990,30.5,26.6,28.4,82,WNW,9,W,13,0,11.1
10/3/1990,30.7,26.8,28.6,82,WNW,9,WNW,10,0,11.2
10/4/1990,31,27,28.8,80,WNW,7,WNW,10,0,10.8
10/5/1990,30.6,25.2,28.6,81,WNW,12,WNW,25,4.2,10.5
10/6/1990,29.9,24.2,27.4,90,WNW,13,WNW,37,15.5,7.2
10/7/1990,29.5,23,27,88,WNW,13,WNW,25,4,5.3
10/8/1990,28.2,25,27.3,88,W,17,WNW,24,1.4,4
10/9/1990,29.6,24,27.7,87,WNW,16,W,29,44.1,9.8
10/10/1990,29.4,24.4,26.5,91,W,10,W,24,20,2.2
10/11/1990,30,25.4,28.2,83,NW,12,NW,14,0.1,9
10/12/1990,30.6,26.6,28.6,77,NW,8,NNW,12,0,9.7
10/13/1990,30.6,25.3,28.3,79,NNW,6,NNW,20,2.5,8.2
10/14/1990,30.9,24,28.3,78,VRB,5,NW,22,6,10.3
10/15/1990,29.4,24.7,26.8,85,NW,5,NW,10,6.9,5.5
10/16/1990,29.8,25,26.7,84,SSW,7,W,13,0.5,2.5
10/17/1990,30.6,24.6,27.1,83,WNW,6,WNW,10,5.1,4.3
10/18/1990,30.2,26,28.3,80,W,10,W,11,0,11.1
10/19/1990,30.8,26.4,27.9,83,W,8,W,16,0.3,8.6
10/20/1990,29.9,26.4,27.8,80,WNW,11,WNW,16,0.4,6
10/21/1990,29.4,24.3,27.2,84,WNW,16,W,37,45.5,1.8
10/22/1990,29,23.8,27.2,83,W,19,WNW,46,18.5,0
10/23/1990,28,24.8,26.8,87,W,22,W,36,22.2,0.6
10/24/1990,28,24.4,26.7,86,W,14,WSW,30,5.9,0
10/25/1990,28.5,24.6,27.5,84,W,19,WNW,28,7.9,0.4
10/26/1990,29.8,26,27.4,83,WNW,6,WNW,28,0.1,1.4
10/27/1990,30.1,26.4,28.2,81,W,9,WNW,12,0,10.2
10/28/1990,30.6,25.8,28.4,78,SW,9,SSW,12,0,10.7
10/29/1990,30.4,26.8,28.5,77,WSW,9,WSW,11,0,11.4
