Atoll,island,atoll_official,indicator_full,value,sex_modifier,population_modifier,indicator,indicator2,value2
Dh,Meedhoo,Dhaal Atoll,Median Age Resident Maldivians,28,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,28
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivians Population Both sexes,278,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,278
Dh,Ribudhoo,Dhaal Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.3286632769510727,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.3286632769510727
Dh,Ribudhoo,Dhaal Atoll,Resident Foreigners (%) (out of resident Population),12.025316455696203,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),12.025316455696203
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),89.1156462585034,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),89.1156462585034
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Dependency Ratio,59.77011494252874,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,59.77011494252874
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,50,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,50
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,9.770114942528735,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,9.770114942528735
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,98,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,98
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,87,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,87
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,48,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,48
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,174,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,174
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,24,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,24
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,56,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,56
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,17,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,17
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),35.25179856115108,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),35.25179856115108
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),31.294964028776977,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),31.294964028776977
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),17.26618705035971,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),17.26618705035971
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),62.589928057553955,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),62.589928057553955
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),8.633093525179856,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),8.633093525179856
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),20.14388489208633,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),20.14388489208633
Dh,Ribudhoo,Dhaal Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),6.115107913669065,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),6.115107913669065
Dh,Ribudhoo,Dhaal Atoll,Area (in hectare),17.29024,NA,NA,Area (in hectare),Area (in hectare),17.29024
Dh,Ribudhoo,Dhaal Atoll,Area (in sq km),0.1729024,NA,NA,Area (in sq km),Area (in sq km),0.1729024
Dh,Ribudhoo,Dhaal Atoll,Population density Resident Maldivian Population,1607.8435001480602,NA,Resident Maldivians,Population density ,Population density ,1607.8435001480602
Dh,Ribudhoo,Dhaal Atoll,Median Age Resident Maldivians,33,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,33
Th,Buruni,Thaa Atoll,Resident Maldivians Population Both sexes,356,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,356
Th,Buruni,Thaa Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.6511582358266341,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.6511582358266341
Th,Buruni,Thaa Atoll,Resident Foreigners (%) (out of resident Population),14.009661835748794,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),14.009661835748794
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),93.47826086956522,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),93.47826086956522
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Dependency Ratio,65.58139534883722,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,65.58139534883722
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,58.139534883720934,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,58.139534883720934
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,7.441860465116279,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,7.441860465116279
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,136,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,136
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,125,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,125
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,57,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,57
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,215,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,215
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,24,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,24
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,79,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,79
Th,Buruni,Thaa Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,16,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,16
Th,Buruni,Thaa Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),38.20224719101123,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),38.20224719101123
Th,Buruni,Thaa Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),35.1123595505618,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),35.1123595505618
Th,Buruni,Thaa Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),16.01123595505618,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),16.01123595505618
Th,Buruni,Thaa Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),60.39325842696629,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),60.39325842696629
Th,Buruni,Thaa Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),6.741573033707865,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),6.741573033707865
Th,Buruni,Thaa Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),22.191011235955056,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),22.191011235955056
Th,Buruni,Thaa Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),4.49438202247191,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),4.49438202247191
Th,Buruni,Thaa Atoll,Area (in hectare),34.08479,NA,NA,Area (in hectare),Area (in hectare),34.08479
Th,Buruni,Thaa Atoll,Area (in sq km),0.3408479,NA,NA,Area (in sq km),Area (in sq km),0.3408479
Th,Buruni,Thaa Atoll,Population density Resident Maldivian Population,1044.4541392216295,NA,Resident Maldivians,Population density ,Population density ,1044.4541392216295
Th,Buruni,Thaa Atoll,Median Age Resident Maldivians,31,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,31
Th,Dhiyamigili,Thaa Atoll,Resident Maldivians Population Both sexes,610,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,610
Th,Dhiyamigili,Thaa Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),2.2163875715100443,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),2.2163875715100443
Th,Dhiyamigili,Thaa Atoll,Resident Foreigners (%) (out of resident Population),6.00924499229584,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),6.00924499229584
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),87.6923076923077,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),87.6923076923077
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Dependency Ratio,75.79250720461094,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,75.79250720461094
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,66.57060518731988,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,66.57060518731988
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,9.221902017291066,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,9.221902017291066
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,257,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,257
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,231,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,231
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,117,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,117
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,347,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,347
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,54,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,54
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,128,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,128
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,32,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,32
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),42.131147540983605,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),42.131147540983605
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),37.868852459016395,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),37.868852459016395
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),19.18032786885246,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),19.18032786885246
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),56.88524590163935,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),56.88524590163935
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),8.852459016393443,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),8.852459016393443
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),20.983606557377048,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),20.983606557377048
Th,Dhiyamigili,Thaa Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),5.245901639344262,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),5.245901639344262
Th,Dhiyamigili,Thaa Atoll,Area (in hectare),29.337474,NA,NA,Area (in hectare),Area (in hectare),29.337474
Th,Dhiyamigili,Thaa Atoll,Area (in sq km),0.29337474,NA,NA,Area (in sq km),Area (in sq km),0.29337474
Th,Dhiyamigili,Thaa Atoll,Population density Resident Maldivian Population,2079.25194923053,NA,Resident Maldivians,Population density ,Population density ,2079.25194923053
Th,Dhiyamigili,Thaa Atoll,Median Age Resident Maldivians,28.5,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,28.5
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivians Population Both sexes,265,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,265
Th,Gaadhiffushi,Thaa Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.2924439806597183,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.2924439806597183
Th,Gaadhiffushi,Thaa Atoll,Resident Foreigners (%) (out of resident Population),16.40378548895899,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),16.40378548895899
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),100.75757575757575,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),100.75757575757575
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Dependency Ratio,58.68263473053892,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,58.68263473053892
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,44.91017964071856,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,44.91017964071856
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,13.77245508982036,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,13.77245508982036
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,82,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,82
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,75,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,75
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,33,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,33
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,167,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,167
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,21,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,21
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,76,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,76
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,23,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,23
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),30.943396226415093,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),30.943396226415093
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),28.30188679245283,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),28.30188679245283
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),12.452830188679245,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),12.452830188679245
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),63.0188679245283,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),63.0188679245283
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),7.9245283018867925,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),7.9245283018867925
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),28.67924528301887,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),28.67924528301887
Th,Gaadhiffushi,Thaa Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),8.679245283018867,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),8.679245283018867
Th,Gaadhiffushi,Thaa Atoll,Area (in hectare),14.144367,NA,NA,Area (in hectare),Area (in hectare),14.144367
Th,Gaadhiffushi,Thaa Atoll,Area (in sq km),0.14144367000000002,NA,NA,Area (in sq km),Area (in sq km),0.14144367000000002
Th,Gaadhiffushi,Thaa Atoll,Population density Resident Maldivian Population,1873.5373594307894,NA,Resident Maldivians,Population density ,Population density ,1873.5373594307894
Th,Gaadhiffushi,Thaa Atoll,Median Age Resident Maldivians,32,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,32
Th,Guraidhoo,Thaa Atoll,Resident Maldivians Population Both sexes,1190,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,1190
Th,Guraidhoo,Thaa Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),-0.2189381407699278,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),-0.2189381407699278
Th,Guraidhoo,Thaa Atoll,Resident Foreigners (%) (out of resident Population),7.965970610982212,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),7.965970610982212
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),82.51533742331289,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),82.51533742331289
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Dependency Ratio,66.43356643356644,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,66.43356643356644
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,52.72727272727272,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,52.72727272727272
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,13.706293706293707,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,13.706293706293707
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,443,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,443
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,377,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,377
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,217,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,217
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,715,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,715
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,113,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,113
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,251,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,251
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,98,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,98
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),37.226890756302524,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),37.226890756302524
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),31.68067226890756,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),31.68067226890756
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),18.235294117647058,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),18.235294117647058
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),60.08403361344538,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),60.08403361344538
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),9.495798319327731,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),9.495798319327731
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),21.092436974789916,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),21.092436974789916
Th,Guraidhoo,Thaa Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),8.235294117647058,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),8.235294117647058
Th,Guraidhoo,Thaa Atoll,Area (in hectare),76.475535,NA,NA,Area (in hectare),Area (in hectare),76.475535
Th,Guraidhoo,Thaa Atoll,Area (in sq km),0.76475535,NA,NA,Area (in sq km),Area (in sq km),0.76475535
Th,Guraidhoo,Thaa Atoll,Population density Resident Maldivian Population,1556.053187467077,NA,Resident Maldivians,Population density ,Population density ,1556.053187467077
Th,Guraidhoo,Thaa Atoll,Median Age Resident Maldivians,32,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,32
Th,Hirilandhoo,Thaa Atoll,Resident Maldivians Population Both sexes,996,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,996
Th,Hirilandhoo,Thaa Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),0.5654846407163076,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),0.5654846407163076
Th,Hirilandhoo,Thaa Atoll,Resident Foreigners (%) (out of resident Population),13.089005235602095,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),13.089005235602095
