dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,administration_level,range01
Population,Dependency Ratio,Kodey,Gaaf Alif Atoll,Gaafu Alif (GA),18,66.26506024096386,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2629436021133683,admin3,0.74129432827241
Population,Dependency Ratio,Kolamaafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,57.22891566265061,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.23024914079245926,admin3,0.6396859108553238
Population,Dependency Ratio,Maamendhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,60.05873715124817,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2404879642643719,admin3,0.671506305110562
Population,Dependency Ratio,Nilandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,52.012383900928796,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21137475311143086,admin3,0.5810277594589172
Population,Dependency Ratio,Viligili,Gaaf Alif Atoll,Gaafu Alif (GA),18,60.949367088607595,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24371042997260395,admin3,0.6815211402711856
Population,Dependency Ratio,Fares,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,63.519313304721024,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.25300897609825945,admin3,0.7104193241817245
Population,Dependency Ratio,Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,83.38870431893687,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.32490014941385503,admin3,0.9338439671252536
Population,Dependency Ratio,Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,64.82213438735178,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2577228264716105,admin3,0.7250691106295235
Population,Dependency Ratio,Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,74.00881057268722,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.29096193930409153,admin3,0.8283702055185355
Population,Dependency Ratio,Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,71.40718562874252,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2815487736155463,admin3,0.7991158049303168
Population,Dependency Ratio,Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,50.974930362116986,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20762105214937138,admin3,0.5693619421063023
Population,Dependency Ratio,Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,71.83098591549296,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2830821623260597,admin3,0.8038812971227466
Population,Dependency Ratio,Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,64.44104134762634,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.25634396056934566,admin3,0.7207838471170182
Population,Dependency Ratio,Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,45.42483660130719,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18753977476192096,admin3,0.5069529978198447
Population,Dependency Ratio,Foammulah,Gnaviyani Atoll,Gnaviyani (Gn),20,62.99732014017728,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2511203071886325,admin3,0.704549685986789
Population,Dependency Ratio,Feydhoo,Seenu Atoll,Addu (S),21,54.31600201918223,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21970967436159977,admin3,0.6069311731659995
Population,Dependency Ratio,Hithadhoo,Seenu Atoll,Addu (S),21,54.079221681723425,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21885295881023756,admin3,0.6042686576256424
Population,Dependency Ratio,Hulhudhoo,Seenu Atoll,Addu (S),21,56.33802816901409,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22702574319744,admin3,0.6296681795606814
Population,Dependency Ratio,Maradhoo,Seenu Atoll,Addu (S),21,55.743481324876676,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22487456150367083,admin3,0.6229826995542956
Population,Dependency Ratio,Maradhoo-Feydhoo,Seenu Atoll,Addu (S),21,54.074074074074076,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21883433380288755,admin3,0.6042107745027905
Population,Dependency Ratio,Meedhoo,Seenu Atoll,Addu (S),21,56.74460431654676,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2284968117504393,admin3,0.6342399920800914
Population,Child Dependency Ratio,Baarah,Haa Alif Atoll,Haa Alif (HA),1,55.24256651017214,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22306215800652754,admin3,0.7432118484100478
Population,Child Dependency Ratio,Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,61.826182618261825,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24688291256973433,admin3,0.831785240379708
Population,Child Dependency Ratio,Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,41.52046783625731,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17341303824667625,admin3,0.5586001085187194
Population,Child Dependency Ratio,Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,49.44944944944945,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20210157686179206,admin3,0.665273520943624
Population,Child Dependency Ratio,Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,61.50943396226415,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24573685668359674,admin3,0.8275238280490176
Population,Child Dependency Ratio,Kelaa,Haa Alif Atoll,Haa Alif (HA),1,50.77720207253886,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20690563421203817,admin3,0.6831365845841568
Population,Child Dependency Ratio,Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,64.53488372093024,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.25668349982944233,admin3,0.8682270438743707
Population,Child Dependency Ratio,Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,42.405063291139236,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17661367006853754,admin3,0.5705011092261515
Population,Child Dependency Ratio,Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,74.32950191570882,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.29212226056937246,admin3,1
Population,Child Dependency Ratio,Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,26.582278481012654,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11936387492854914,admin3,0.35762756100743825
Population,Child Dependency Ratio,Thurakunu,Haa Alif Atoll,Haa Alif (HA),1,39.183673469387756,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16495807912330238,admin3,0.5271617925520723
Population,Child Dependency Ratio,Uligamu,Haa Alif Atoll,Haa Alif (HA),1,44.97816593886463,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18592363675418458,admin3,0.605118624229055
Population,Child Dependency Ratio,Utheemu,Haa Alif Atoll,Haa Alif (HA),1,54.7550432276657,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2212982075778011,admin3,0.7366529011557086
Population,Child Dependency Ratio,Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,50,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.204093571735732,admin3,0.672680412371134
Population,Child Dependency Ratio,Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,53.44827586206896,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21657007881451562,admin3,0.7190721649484535
Population,Child Dependency Ratio,Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,49.158249158249156,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20104795973838577,admin3,0.6613558263042798
Population,Child Dependency Ratio,Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,34.883720930232556,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.14940004651827332,admin3,0.46931191560776786
Population,Child Dependency Ratio,Kulhudhuffushi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,53.722755013077595,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2175631957249716,admin3,0.7227648999182088
Population,Child Dependency Ratio,Kumundhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,45.23026315789473,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18683577164813808,admin3,0.6085102414541508
Population,Child Dependency Ratio,Kuribi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,53.103448275862064,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21532242810663732,admin3,0.7144329896907216
Population,Child Dependency Ratio,Makunudhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,62.82798833819242,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2505076330550555,admin3,0.8452631420756814
Population,Child Dependency Ratio,Naivaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,59.76095617529881,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.23941053699260773,admin3,0.8040004928738653
Population,Child Dependency Ratio,Nellaidhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,59.756097560975604,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.23939295761716878,admin3,0.8039351269801357
Population,Child Dependency Ratio,Neykurendhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,53.41246290801187,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21644050084782207,admin3,0.7185903514943864
Population,Child Dependency Ratio,Nolhivaram,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,68.99441340782123,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2728189124043393,admin3,0.9282238092495536
Population,Child Dependency Ratio,Nolhivaramfaru,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,54.88165680473372,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22175631918306332,admin3,0.7383563106203866
Population,Child Dependency Ratio,Vaikaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,54.936708860759495,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2219555078194084,admin3,0.7390969594153726
Population,Child Dependency Ratio,Bilehffahi,Shaviyani Atoll,Shaviyani (Sh),3,59.92647058823529,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24000939909855412,admin3,0.806227258944815
Population,Child Dependency Ratio,Feevah,Shaviyani Atoll,Shaviyani (Sh),3,55.91397849462365,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22549145215579647,admin3,0.7522447622214831
Population,Child Dependency Ratio,Feydhoo,Shaviyani Atoll,Shaviyani (Sh),3,54.389721627408996,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21997640569362684,admin3,0.7317380074615334
Population,Child Dependency Ratio,Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),3,62.62857142857143,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2497861053745461,admin3,0.842580265095729
Population,Child Dependency Ratio,Funadhoo,Shaviyani Atoll,Shaviyani (Sh),3,50.46511627906977,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20577644943473072,admin3,0.6789379045792375
Population,Child Dependency Ratio,Goidhoo,Shaviyani Atoll,Shaviyani (Sh),3,53.144654088050316,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21547151844279888,admin3,0.7149873565454191
Population,Child Dependency Ratio,Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),3,57.60709010339734,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.23161744665768685,admin3,0.7750232225250878
Population,Child Dependency Ratio,Komandoo,Shaviyani Atoll,Shaviyani (Sh),3,45.765765765765764,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18877332025070304,admin3,0.6157146837559208
Population,Child Dependency Ratio,Lhaimagu,Shaviyani Atoll,Shaviyani (Sh),3,56.15615615615616,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22636769623524222,admin3,0.7555029256060184
Population,Child Dependency Ratio,Maaugoodhoo,Shaviyani Atoll,Shaviyani (Sh),3,51.64835164835166,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21005761632833742,admin3,0.6948566897020506
Population,Child Dependency Ratio,Maroshi,Shaviyani Atoll,Shaviyani (Sh),3,46.7680608365019,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19239981129877318,admin3,0.6291991689859276
Population,Child Dependency Ratio,Milandhoo,Shaviyani Atoll,Shaviyani (Sh),3,59.72812234494478,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2392917380527254,admin3,0.8035587593830199
Population,Child Dependency Ratio,Narudhoo,Shaviyani Atoll,Shaviyani (Sh),3,53.31230283911672,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21607810298333335,admin3,0.7172428371654362
Population,Child Dependency Ratio,Noomaraa,Shaviyani Atoll,Shaviyani (Sh),3,54.24528301886793,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2194537997902723,admin3,0.729794787006419
Population,Child Dependency Ratio,Fodhdhoo,Noonu Atoll,Noonu (N),6,35.638297872340424,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.15213024704058503,admin3,0.47946369817942525
Population,Child Dependency Ratio,Hebadhoo,Noonu Atoll,Noonu (N),6,57.971014492753625,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2329341931714711,admin3,0.7799193186911698
Population,Child Dependency Ratio,Holhudhoo,Noonu Atoll,Noonu (N),6,47.05882352941176,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19345184510971059,admin3,0.6331109763493025
Population,Child Dependency Ratio,Kedhikolhudhoo,Noonu Atoll,Noonu (N),6,57.36782902137233,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.23075175530845374,admin3,0.7718042976586689
Population,Child Dependency Ratio,Kudafari,Noonu Atoll,Noonu (N),6,62.42038216560509,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24903283767873946,admin3,0.8397793683104602
Population,Child Dependency Ratio,Landhoo,Noonu Atoll,Noonu (N),6,61.91646191646192,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24720955995762206,admin3,0.8329998226905443
Population,Child Dependency Ratio,Lhohi,Noonu Atoll,Noonu (N),6,55.945945945945944,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2256071163742833,admin3,0.7526748397882418
Population,Child Dependency Ratio,Maafaru,Noonu Atoll,Noonu (N),6,43.92857142857143,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1821260074863022,admin3,0.5909977908689249
Population,Child Dependency Ratio,Maalhendhoo,Noonu Atoll,Noonu (N),6,57.46835443037974,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2311154750418065,admin3,0.7731567271303665
Population,Child Dependency Ratio,Magoodhoo,Noonu Atoll,Noonu (N),6,61.07784431137725,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24417528459661494,admin3,0.8217173899623433
Population,Child Dependency Ratio,Manadhoo,Noonu Atoll,Noonu (N),6,48.23529411764706,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19770853576011915,admin3,0.6489387507580351
Population,Child Dependency Ratio,Miladhoo,Noonu Atoll,Noonu (N),6,55.49132947976878,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22396222896234994,admin3,0.7465586079494665
Population,Child Dependency Ratio,Velidhoo,Noonu Atoll,Noonu (N),6,45.19326065411298,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18670188966803203,admin3,0.6080124242640973
Population,Child Dependency Ratio,Agolhitheemu,Raa Atoll,Raa (R),7,47.368421052631575,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19457202685981811,admin3,0.6372761801410742
Population,Child Dependency Ratio,Alifushi,Raa Atoll,Raa (R),7,58.43857634902411,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.23462591942623418,admin3,0.7862097127368707
Population,Child Dependency Ratio,Dhuvaafaru,Raa Atoll,Raa (R),7,53.4587995930824,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21660815564181612,admin3,0.7192137471028095
Population,Child Dependency Ratio,Fainu,Raa Atoll,Raa (R),7,44.09448818897638,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1827263253606497,admin3,0.5932299699650945
Population,Child Dependency Ratio,Hulhudhuffaaru,Raa Atoll,Raa (R),7,54.17276720351391,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2191914240060317,admin3,0.7288191876349035
Population,Child Dependency Ratio,Iguraidhoo,Raa Atoll,Raa (R),7,57.67123287671233,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.23184952720962884,admin3,0.775886174269171
Population,Child Dependency Ratio,Innamaadhoo,Raa Atoll,Raa (R),7,52.012383900928796,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21137475311143086,admin3,0.6997542370176503
Population,Child Dependency Ratio,Kinolhas,Raa Atoll,Raa (R),7,62.41379310344828,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24900899721935324,admin3,0.8396907216494846
Population,Child Dependency Ratio,Maakurathu,Raa Atoll,Raa (R),7,52.38095238095239,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2127083028139398,admin3,0.7047128129602357
Population,Child Dependency Ratio,Maduvvari,Raa Atoll,Raa (R),7,54.008016032064134,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21859532345055072,admin3,0.7266026899159144
Population,Child Dependency Ratio,Meedhoo,Raa Atoll,Raa (R),7,45.11013215859031,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18640111522180924,admin3,0.6068940460511376
Population,Child Dependency Ratio,Rasgetheemu,Raa Atoll,Raa (R),7,50.89605734767025,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20733567482968118,admin3,0.6847356168939142
Population,Child Dependency Ratio,Rasmaadhoo,Raa Atoll,Raa (R),7,49.831649831649834,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20348444933626278,admin3,0.6704154951577632
Population,Child Dependency Ratio,Ugoofaaru,Raa Atoll,Raa (R),7,49.84646878198567,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20353806707050465,admin3,0.6706148635102196
Population,Child Dependency Ratio,Vaadhoo,Raa Atoll,Raa (R),7,47.85992217898833,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.196350369871662,admin3,0.643888643748245
Population,Child Dependency Ratio,Dharavandhoo,Baa Atoll,Baa (B),4,49.70873786407767,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20303973084655316,admin3,0.6687618856971274
Population,Child Dependency Ratio,Dhonfanu,Baa Atoll,Baa (B),4,43.459915611814345,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1804303230778701,admin3,0.5846926791073992
Population,Child Dependency Ratio,Eydhafushi,Baa Atoll,Baa (B),4,49.61511546536039,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20270098749565782,admin3,0.667502326621601
Population,Child Dependency Ratio,Fehendhoo,Baa Atoll,Baa (B),4,39.130434782608695,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16476545159608777,admin3,0.5264455401165397
Population,Child Dependency Ratio,Fulhadhoo,Baa Atoll,Baa (B),4,35.26011560693642,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1507619128642838,admin3,0.4743757821345569
Population,Child Dependency Ratio,Goidhoo,Baa Atoll,Baa (B),4,47.634069400630914,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19553319227315957,admin3,0.6408501089466323
Population,Child Dependency Ratio,Hithaadhoo,Baa Atoll,Baa (B),4,61.61616161616161,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24612301729910935,admin3,0.8289597000937206
Population,Child Dependency Ratio,Kamadhoo,Baa Atoll,Baa (B),4,39.743589743589745,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16698396093729848,admin3,0.5346946867565424
Population,Child Dependency Ratio,Kendhoo,Baa Atoll,Baa (B),4,61.67664670658682,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24634186367017613,admin3,0.8297734428051113
Population,Child Dependency Ratio,Kihaadhoo,Baa Atoll,Baa (B),4,52.68817204301075,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2138198810175795,admin3,0.7088460259394745
Population,Child Dependency Ratio,Kudarikilu,Baa Atoll,Baa (B),4,52.74725274725275,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.214033646056741,admin3,0.7096408745893282
Population,Child Dependency Ratio,Maalhoss,Baa Atoll,Baa (B),4,60.824742268041234,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2432595140603674,admin3,0.8183122542246783
Population,Child Dependency Ratio,Thulhaadhoo,Baa Atoll,Baa (B),4,46.53679653679654,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1915630538037934,admin3,0.6260878296960771
Population,Child Dependency Ratio,Hinnavaru,Lhaviyani Atoll,Lhaviyani (Lh),5,43.745583038869256,5,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1814639212638604,admin3,0.5885359367600451
Population,Child Dependency Ratio,Kurendhoo,Lhaviyani Atoll,Lhaviyani (Lh),5,49.152542372881356,5,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20102731152145464,admin3,0.6612790494495894
Population,Child Dependency Ratio,Naifaru,Lhaviyani Atoll,Lhaviyani (Lh),5,48.306389530408005,5,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19796577226208767,admin3,0.6498952405895098
Population,Child Dependency Ratio,Olhuvelifushi,Lhaviyani Atoll,Lhaviyani (Lh),5,50,5,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.204093571735732,admin3,0.672680412371134
Population,Child Dependency Ratio,Dhiffushi,Kaafu Atoll,Kaafu Atoll,10,46.81818181818182,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19258115838576342,admin3,0.6298734770384254
Population,Child Dependency Ratio,Gaafaru,Kaafu Atoll,Kaafu Atoll,10,61.731843575419,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2465415762663424,admin3,0.8305160398548638
Population,Child Dependency Ratio,Gulhi,Kaafu Atoll,Kaafu Atoll,10,42.592592592592595,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1772921861590856,admin3,0.5730240549828178
Population,Child Dependency Ratio,Guraidhoo,Kaafu Atoll,Kaafu Atoll,10,39.50143815915628,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16610781120967488,admin3,0.5314368742030818
Population,Child Dependency Ratio,Himmafushi,Kaafu Atoll,Kaafu Atoll,10,24.59157351676698,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11216113200087667,admin3,0.3308453962822774
Population,Child Dependency Ratio,Huraa,Kaafu Atoll,Kaafu Atoll,10,48.253557567917206,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19777461633942695,admin3,0.649184460063216
Population,Child Dependency Ratio,Kaashidhoo,Kaafu Atoll,Kaafu Atoll,10,50.64710957722174,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20643493522980919,admin3,0.6813863711162306
Population,Child Dependency Ratio,Maafushi,Kaafu Atoll,Kaafu Atoll,10,25.632784250703093,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11592842719768989,admin3,0.3448534375996653
Population,Child Dependency Ratio,Thulusdhoo,Kaafu Atoll,Kaafu Atoll,10,45.30244530244531,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18709694014899775,admin3,0.609481351749393
Population,Child Dependency Ratio,Bodufolhudhoo,Alif Uthuru Buri,Alif Alif (AA),9,53.44827586206896,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.21657007881451562,admin3,0.7190721649484535
Population,Child Dependency Ratio,Feridhoo,Alif Uthuru Buri,Alif Alif (AA),9,52.17391304347826,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2119591957636608,admin3,0.7019273868220528
Population,Child Dependency Ratio,Himendhoo,Alif Uthuru Buri,Alif Alif (AA),9,61.283185840707965,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24491824865945117,admin3,0.8244799744548854
Population,Child Dependency Ratio,Maalhoss,Alif Uthuru Buri,Alif Alif (AA),9,67.79661016949152,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.26848503623555625,admin3,0.9121090337235713
Population,Child Dependency Ratio,Mathiveri,Alif Uthuru Buri,Alif Alif (AA),9,60.51502145922747,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24213888623992003,admin3,0.8141453917968231
Population,Child Dependency Ratio,Rasdhoo,Alif Uthuru Buri,Alif Alif (AA),9,43.17862165963432,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1794125489420481,admin3,0.5809082604723997
Population,Child Dependency Ratio,Thoddoo,Alif Uthuru Buri,Alif Alif (AA),9,48.212461695607765,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19762592378631144,admin3,0.6486315722965786
Population,Child Dependency Ratio,Ukulhas,Alif Uthuru Buri,Alif Alif (AA),9,61.39240506329114,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24531342423652364,admin3,0.8259493670886076
Population,Child Dependency Ratio,Dhangethi,Alif Dhekunu Buri,Alif Dhaal (ADh),9,51.11111111111111,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20811377957222893,admin3,0.6876288659793813
Population,Child Dependency Ratio,Dhidhdhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,32.467532467532465,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1406578247052929,admin3,0.4368054625786584
Population,Child Dependency Ratio,Dhigurah,Alif Dhekunu Buri,Alif Dhaal (ADh),9,35.57951482479784,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.15191755897903958,admin3,0.4786728540861977
Population,Child Dependency Ratio,Fenfushi,Alif Dhekunu Buri,Alif Dhaal (ADh),9,68.51441241685144,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2710821790334586,admin3,0.9217660639586714
Population,Child Dependency Ratio,Hanghghaameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,52.41935483870967,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2128472500893947,admin3,0.7052294645826404
