dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,administration_level,range01
Population,Population,Dhaandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,1044,18,Administrative Islands,Resident Population,0,52482,3.8005715022659157,admin3,0.018471167423577455
Population,Population,Dhevvadhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,599,18,Administrative Islands,Resident Population,0,52482,2.190478263748882,admin3,0.009979773308399801
Population,Population,Gemanafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,1318,18,Administrative Islands,Resident Population,0,52482,4.791954754746067,admin3,0.023699576384383466
Population,Population,Kanduhulhudhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,619,18,Administrative Islands,Resident Population,0,52482,2.2628420048058273,admin3,0.010361408998969583
Population,Population,Kodey,Gaaf Alif Atoll,Gaafu Alif (GA),18,328,18,Administrative Islands,Resident Population,0,52482,1.2099495724272724,admin3,0.0048086097011792546
Population,Population,Kolamaafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,636,18,Administrative Islands,Resident Population,0,52482,2.3243511847042306,admin3,0.010685799335953898
Population,Population,Maamendhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,1201,18,Administrative Islands,Resident Population,0,52482,4.368626869562937,admin3,0.021467007594550242
Population,Population,Nilandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,545,18,Administrative Islands,Resident Population,0,52482,1.9950961628951294,admin3,0.00894935694386139
Population,Population,Viligili,Gaaf Alif Atoll,Gaafu Alif (GA),18,2900,18,Administrative Islands,Resident Population,0,52482,10.515926672350444,admin3,0.05388695950845323
Population,Population,Fares,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,858,19,Administrative Islands,Resident Population,0,52482,3.1275887104363242,admin3,0.01492195550127848
Population,Population,Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,637,19,Administrative Islands,Resident Population,0,52482,2.327969371757078,admin3,0.010704881120482387
Population,Population,Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,1414,19,Administrative Islands,Resident Population,0,52482,5.139300711819405,admin3,0.025531427699118422
Population,Population,Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,885,19,Administrative Islands,Resident Population,0,52482,3.2252797608632005,admin3,0.015437163683547686
Population,Population,Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,1219,19,Administrative Islands,Resident Population,0,52482,4.433754236514188,admin3,0.021810479716063046
Population,Population,Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,581,19,Administrative Islands,Resident Population,0,52482,2.1253508967976313,admin3,0.009636301186886997
Population,Population,Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,431,19,Administrative Islands,Resident Population,0,52482,1.582622838870541,admin3,0.006774033507613632
Population,Population,Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,6217,19,Administrative Islands,Resident Population,0,52482,22.517453126644828,admin3,0.1171812387894516
Population,Population,Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,516,19,Administrative Islands,Resident Population,0,52482,1.8901687383625587,admin3,0.008395985192535206
Population,Population,Foammulah,Gnaviyani Atoll,Gnaviyani (Gn),20,9177,20,Administrative Islands,Resident Population,0,52482,33.227286803072744,admin3,0.17366332099377935
Population,Population,Feydhoo,Seenu Atoll,Addu (S),21,4289,21,Administrative Islands,Resident Population,0,52482,15.541588488755298,admin3,0.0803915582185246
Population,Population,Hithadhoo,Seenu Atoll,Addu (S),21,13759,21,Administrative Islands,Resident Population,0,52482,49.80581987921893,admin3,0.2610960577033164
Population,Population,Hulhudhoo,Seenu Atoll,Addu (S),21,1182,21,Administrative Islands,Resident Population,0,52482,4.299881315558839,admin3,0.02110445368850895
Population,Population,Maradhoo,Seenu Atoll,Addu (S),21,2542,21,Administrative Islands,Resident Population,0,52482,9.220615707431122,admin3,0.04705568064725413
Population,Population,Maradhoo-Feydhoo,Seenu Atoll,Addu (S),21,1398,21,Administrative Islands,Resident Population,0,52482,5.081409718973848,admin3,0.025226119146662597
Population,Population,Meedhoo,Seenu Atoll,Addu (S),21,1892,21,Administrative Islands,Resident Population,0,52482,6.868794123080399,admin3,0.034652520703736214
Population,Population,Baarah,Haa Alif Atoll,Haa Alif (HA),1,1053,1,Administrative Islands,Maldivians,0,52482,3.833135185741541,admin3,0.04863326299258969
Population,Population,Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,3126,1,Administrative Islands,Maldivians,0,52482,11.333636946293925,admin3,0.15036560828384943
Population,Population,Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,529,1,Administrative Islands,Maldivians,0,52482,1.9372051700495732,admin3,0.022917995779555382
Population,Population,Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,1654,1,Administrative Islands,Maldivians,0,52482,6.007665604502749,admin3,0.078127300387692
Population,Population,Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,2699,1,Administrative Islands,Maldivians,0,52482,9.788671074728143,admin3,0.12941061000147225
Population,Population,Kelaa,Haa Alif Atoll,Haa Alif (HA),1,967,1,Administrative Islands,Maldivians,0,52482,3.5219710991966764,admin3,0.04441281837365657
Population,Population,Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,620,1,Administrative Islands,Maldivians,0,52482,2.2664601918586746,admin3,0.027383815085635765
Population,Population,Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,245,1,Administrative Islands,Maldivians,0,52482,0.9096400470409491,admin3,0.008980713549590224
Population,Population,Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,494,1,Administrative Islands,Maldivians,0,52482,1.8105686231999187,admin3,0.021200372969524463
Population,Population,Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,241,1,Administrative Islands,Maldivians,0,52482,0.89516729882956,admin3,0.008784413799872406
Population,Population,Thurakunu,Haa Alif Atoll,Haa Alif (HA),1,380,1,Administrative Islands,Maldivians,0,52482,1.3980952991753304,admin3,0.01560583010256662
Population,Population,Uligamu,Haa Alif Atoll,Haa Alif (HA),1,356,1,Administrative Islands,Maldivians,0,52482,1.3112588099069962,admin3,0.014428031604259704
Population,Population,Utheemu,Haa Alif Atoll,Haa Alif (HA),1,571,1,Administrative Islands,Maldivians,0,52482,2.0891690262691585,admin3,0.02497914315159248
Population,Population,Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,406,1,Administrative Islands,Maldivians,0,52482,1.4921681625493592,admin3,0.016881778475732443
Population,Population,Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,385,2,Administrative Islands,Maldivians,0,52482,1.4161862344395668,admin3,0.015851204789713892
Population,Population,Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1895,2,Administrative Islands,Maldivians,0,52482,6.879648684238941,admin3,0.08995436030819061
Population,Population,Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,258,2,Administrative Islands,Maldivians,0,52482,0.9566764787279637,admin3,0.009618687736173137
Population,Population,Kulhudhuffushi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,9334,2,Administrative Islands,Maldivians,0,52482,33.795342170369764,admin3,0.4550228198459047
Population,Population,Kumundhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,941,2,Administrative Islands,Maldivians,0,52482,3.4278982358226475,admin3,0.04313687000049075
Population,Population,Kuribi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,479,2,Administrative Islands,Maldivians,0,52482,1.7562958174072099,admin3,0.02046424890808264
Population,Population,Makunudhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1204,2,Administrative Islands,Maldivians,0,52482,4.379481430721478,admin3,0.05604357854443735
Population,Population,Naivaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,436,2,Administrative Islands,Maldivians,0,52482,1.6007137741347774,admin3,0.018354026598616086
Population,Population,Nellaidhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,990,2,Administrative Islands,Maldivians,0,52482,3.6051894014121637,admin3,0.04554154193453403
Population,Population,Neykurendhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,563,2,Administrative Islands,Maldivians,0,52482,2.0602235298463802,admin3,0.024586543652156845
Population,Population,Nolhivaram,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1920,2,Administrative Islands,Maldivians,0,52482,6.970103360560122,admin3,0.09118123374392698
Population,Population,Nolhivaramfaru,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1130,2,Administrative Islands,Maldivians,0,52482,4.111735588810781,admin3,0.0524120331746577
Population,Population,Vaikaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,695,2,Administrative Islands,Maldivians,0,52482,2.5378242208222197,admin3,0.031064435392844873
Population,Population,Bilehffahi,Shaviyani Atoll,Shaviyani (Sh),3,476,3,Administrative Islands,Maldivians,0,52482,1.7454412562486679,admin3,0.020317024095794278
Population,Population,Feevah,Shaviyani Atoll,Shaviyani (Sh),3,634,3,Administrative Islands,Maldivians,0,52482,2.317114810598536,admin3,0.028070864209648133
Population,Population,Feydhoo,Shaviyani Atoll,Shaviyani (Sh),3,781,3,Administrative Islands,Maldivians,0,52482,2.8489883073670845,admin3,0.035284880011777986
Population,Population,Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),3,1488,3,Administrative Islands,Maldivians,0,52482,5.407046553730103,admin3,0.0699808607744025
Population,Population,Funadhoo,Shaviyani Atoll,Shaviyani (Sh),3,2058,3,Administrative Islands,Maldivians,0,52482,7.469413173853044,admin3,0.09795357510919174
Population,Population,Goidhoo,Shaviyani Atoll,Shaviyani (Sh),3,538,3,Administrative Islands,Maldivians,0,52482,1.9697688535251987,admin3,0.023359670216420474
Population,Population,Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),3,1144,3,Administrative Islands,Maldivians,0,52482,4.162390207550643,admin3,0.05309908229867007
Population,Population,Komandoo,Shaviyani Atoll,Shaviyani (Sh),3,857,3,Administrative Islands,Maldivians,0,52482,3.123970523383477,admin3,0.03901457525641655
Population,Population,Lhaimagu,Shaviyani Atoll,Shaviyani (Sh),3,564,3,Administrative Islands,Maldivians,0,52482,2.0638417168992276,admin3,0.024635618589586298
Population,Population,Maaugoodhoo,Shaviyani Atoll,Shaviyani (Sh),3,895,3,Administrative Islands,Maldivians,0,52482,3.2614616313916733,admin3,0.04087942287873583
Population,Population,Maroshi,Shaviyani Atoll,Shaviyani (Sh),3,425,3,Administrative Islands,Maldivians,0,52482,1.5609137165534572,admin3,0.017814202286892084
Population,Population,Milandhoo,Shaviyani Atoll,Shaviyani (Sh),3,1963,3,Administrative Islands,Maldivians,0,52482,7.125685403832555,admin3,0.09329145605339353
Population,Population,Narudhoo,Shaviyani Atoll,Shaviyani (Sh),3,522,3,Administrative Islands,Maldivians,0,52482,1.9118778606796425,admin3,0.022574471217549196
Population,Population,Noomaraa,Shaviyani Atoll,Shaviyani (Sh),3,342,3,Administrative Islands,Maldivians,0,52482,1.2606041911671342,admin3,0.013740982480247337
Population,Population,Fodhdhoo,Noonu Atoll,Noonu (N),6,274,6,Administrative Islands,Maldivians,0,52482,1.01456747157352,admin3,0.010403886735044414
Population,Population,Hebadhoo,Noonu Atoll,Noonu (N),6,588,6,Administrative Islands,Maldivians,0,52482,2.150678206167562,admin3,0.025813417087893212
Population,Population,Holhudhoo,Noonu Atoll,Noonu (N),6,1296,6,Administrative Islands,Maldivians,0,52482,4.7123546395834275,admin3,0.060558472787947196
Population,Population,Kedhikolhudhoo,Noonu Atoll,Noonu (N),6,1481,6,Administrative Islands,Maldivians,0,52482,5.3817192443601725,admin3,0.06963733621239633
Population,Population,Kudafari,Noonu Atoll,Noonu (N),6,551,6,Administrative Islands,Maldivians,0,52482,2.016805285212213,admin3,0.023997644403003386
Population,Population,Landhoo,Noonu Atoll,Noonu (N),6,700,6,Administrative Islands,Maldivians,0,52482,2.5559151560864555,admin3,0.031309810079992145
Population,Population,Lhohi,Noonu Atoll,Noonu (N),6,611,6,Administrative Islands,Maldivians,0,52482,2.233896508383049,admin3,0.026942140648770672
Population,Population,Maafaru,Noonu Atoll,Noonu (N),6,846,6,Administrative Islands,Maldivians,0,52482,3.0841704658021567,admin3,0.03847475094469255
Population,Population,Maalhendhoo,Noonu Atoll,Noonu (N),6,674,6,Administrative Islands,Maldivians,0,52482,2.461842292712427,admin3,0.030033861706826325
Population,Population,Magoodhoo,Noonu Atoll,Noonu (N),6,284,6,Administrative Islands,Maldivians,0,52482,1.0507493421019927,admin3,0.01089463610933896
Population,Population,Manadhoo,Noonu Atoll,Noonu (N),6,1464,6,Administrative Islands,Maldivians,0,52482,5.320210064461769,admin3,0.0688030622760956
Population,Population,Miladhoo,Noonu Atoll,Noonu (N),6,857,6,Administrative Islands,Maldivians,0,52482,3.123970523383477,admin3,0.03901457525641655
Population,Population,Velidhoo,Noonu Atoll,Noonu (N),6,1576,6,Administrative Islands,Maldivians,0,52482,5.725447014380663,admin3,0.07429945526819454
Population,Population,Agolhitheemu,Raa Atoll,Raa (R),7,349,7,Administrative Islands,Maldivians,0,52482,1.285931500537065,admin3,0.014084507042253521
Population,Population,Alifushi,Raa Atoll,Raa (R),7,1497,7,Administrative Islands,Maldivians,0,52482,5.439610237205729,admin3,0.07042253521126761
Population,Population,Dhuvaafaru,Raa Atoll,Raa (R),7,3188,7,Administrative Islands,Maldivians,0,52482,11.557964543570456,admin3,0.15340825440447564
Population,Population,Fainu,Raa Atoll,Raa (R),7,386,7,Administrative Islands,Maldivians,0,52482,1.4198044214924141,admin3,0.01590027972714335
Population,Population,Hulhudhuffaaru,Raa Atoll,Raa (R),7,1150,7,Administrative Islands,Maldivians,0,52482,4.184099329867727,admin3,0.0533935319232468
Population,Population,Iguraidhoo,Raa Atoll,Raa (R),7,1232,7,Administrative Islands,Maldivians,0,52482,4.480790668201202,admin3,0.05741767679246209
Population,Population,Innamaadhoo,Raa Atoll,Raa (R),7,528,7,Administrative Islands,Maldivians,0,52482,1.9335869829967258,admin3,0.022868920842125925
Population,Population,Kinolhas,Raa Atoll,Raa (R),7,498,7,Administrative Islands,Maldivians,0,52482,1.8250413714113078,admin3,0.021396672719242282
Population,Population,Maakurathu,Raa Atoll,Raa (R),7,888,7,Administrative Islands,Maldivians,0,52482,3.236134322021742,admin3,0.04053589831672964
Population,Population,Maduvvari,Raa Atoll,Raa (R),7,1639,7,Administrative Islands,Maldivians,0,52482,5.9533927987100395,admin3,0.07739117632625019
Population,Population,Meedhoo,Raa Atoll,Raa (R),7,1738,7,Administrative Islands,Maldivians,0,52482,6.311593316941919,admin3,0.0822495951317662
Population,Population,Rasgetheemu,Raa Atoll,Raa (R),7,473,7,Administrative Islands,Maldivians,0,52482,1.734586695090126,admin3,0.020169799283505912
Population,Population,Rasmaadhoo,Raa Atoll,Raa (R),7,494,7,Administrative Islands,Maldivians,0,52482,1.8105686231999187,admin3,0.021200372969524463
Population,Population,Ugoofaaru,Raa Atoll,Raa (R),7,1531,7,Administrative Islands,Maldivians,0,52482,5.5626285970025355,admin3,0.07209108308386906
Population,Population,Vaadhoo,Raa Atoll,Raa (R),7,415,7,Administrative Islands,Maldivians,0,52482,1.5247318460249848,admin3,0.017323452912597535
Population,Population,Dharavandhoo,Baa Atoll,Baa (B),4,822,4,Administrative Islands,Maldivians,0,52482,2.9973339765338225,admin3,0.03729695244638563
Population,Population,Dhonfanu,Baa Atoll,Baa (B),4,364,4,Administrative Islands,Maldivians,0,52482,1.3402043063297742,admin3,0.014820631103695343
Population,Population,Eydhafushi,Baa Atoll,Baa (B),4,2317,4,Administrative Islands,Maldivians,0,52482,8.406523620540487,admin3,0.11066398390342053
Population,Population,Fehendhoo,Baa Atoll,Baa (B),4,172,4,Administrative Islands,Maldivians,0,52482,0.6455123921830986,admin3,0.0053982431172400255
Population,Population,Fulhadhoo,Baa Atoll,Baa (B),4,240,4,Administrative Islands,Maldivians,0,52482,0.8915491117767128,admin3,0.0087353388624429509
Population,Population,Goidhoo,Baa Atoll,Baa (B),4,508,4,Administrative Islands,Maldivians,0,52482,1.8612232419397805,admin3,0.02188742209353683
Population,Population,Hithaadhoo,Baa Atoll,Baa (B),4,674,4,Administrative Islands,Maldivians,0,52482,2.461842292712427,admin3,0.030033861706826325
Population,Population,Kamadhoo,Baa Atoll,Baa (B),4,343,4,Administrative Islands,Maldivians,0,52482,1.2642223782199815,admin3,0.013790057417676792
Population,Population,Kendhoo,Baa Atoll,Baa (B),4,861,4,Administrative Islands,Maldivians,0,52482,3.1384432715948662,admin3,0.03921087500613437
Population,Population,Kihaadhoo,Baa Atoll,Baa (B),4,445,4,Administrative Islands,Maldivians,0,52482,1.6332774576104028,admin3,0.01879570103548118
Population,Population,Kudarikilu,Baa Atoll,Baa (B),4,451,4,Administrative Islands,Maldivians,0,52482,1.6549865799274863,admin3,0.019090150660057908
Population,Population,Maalhoss,Baa Atoll,Baa (B),4,494,4,Administrative Islands,Maldivians,0,52482,1.8105686231999187,admin3,0.021200372969524463
Population,Population,Thulhaadhoo,Baa Atoll,Baa (B),4,1471,4,Administrative Islands,Maldivians,0,52482,5.345537373831699,admin3,0.06914658683810178
Population,Population,Hinnavaru,Lhaviyani Atoll,Lhaviyani (Lh),5,2148,5,Administrative Islands,Maldivians,0,52482,7.795050008609299,admin3,0.10237031947784267
Population,Population,Kurendhoo,Lhaviyani Atoll,Lhaviyani (Lh),5,1037,5,Administrative Islands,Maldivians,0,52482,3.7752441928959852,admin3,0.04784806399371841
Population,Population,Naifaru,Lhaviyani Atoll,Lhaviyani (Lh),5,4114,5,Administrative Islands,Maldivians,0,52482,14.908405754507026,admin3,0.19885164646415077
Population,Population,Olhuvelifushi,Lhaviyani Atoll,Lhaviyani (Lh),5,655,5,Administrative Islands,Maldivians,0,52482,2.393096738708329,admin3,0.029101437895666684
Population,Population,Dhiffushi,Kaafu Atoll,Kaafu Atoll,10,1021,10,Administrative Islands,Maldivians,0,52482,3.717353200050429,admin3,0.04706286499484713
Population,Population,Gaafaru,Kaafu Atoll,Kaafu Atoll,10,1196,10,Administrative Islands,Maldivians,0,52482,4.3505359342987004,admin3,0.05565097904500172
Population,Population,Gulhi,Kaafu Atoll,Kaafu Atoll,10,812,10,Administrative Islands,Maldivians,0,52482,2.9611521060053496,admin3,0.036806203072091086
Population,Population,Guraidhoo,Kaafu Atoll,Kaafu Atoll,10,1568,10,Administrative Islands,Maldivians,0,52482,5.696501517957884,admin3,0.0739068557687589
Population,Population,Himmafushi,Kaafu Atoll,Kaafu Atoll,10,1492,10,Administrative Islands,Maldivians,0,52482,5.421519301941492,admin3,0.07017716052412033
Population,Population,Huraa,Kaafu Atoll,Kaafu Atoll,10,1207,10,Administrative Islands,Maldivians,0,52482,4.39033599188002,admin3,0.05619080335672572
Population,Population,Kaashidhoo,Kaafu Atoll,Kaafu Atoll,10,1833,10,Administrative Islands,Maldivians,0,52482,6.65532108696241,admin3,0.08691171418756441
Population,Population,Maafushi,Kaafu Atoll,Kaafu Atoll,10,3195,10,Administrative Islands,Maldivians,0,52482,11.583291852940388,admin3,0.15375177896648182
